order_date,daily_revenue,rolling_30d_revenue
2024-02-11,904869.05,13234662.16
2024-02-12,811514.29,13783433.96
2024-02-13,131994.6,13426439.25
2024-02-14,291822.26,13577363.34
2024-02-15,129678.77,13395541.2
2024-02-16,141620.41,13415402.19
2024-02-17,426180.54,13742449.67
2024-02-18,107137.47,13751736.62
2024-02-19,1275555.01,14909664.11
2024-02-20,420836.96,14798956.98
2024-02-21,119050.58,14828670.36
2024-02-22,142711.01,13840049.12
2024-02-23,109703.86,12890647.2
2024-02-24,103666.61,12398214.9
2024-02-25,793996.55,13109572.62
2024-02-26,93357.49,13127262.6
2024-02-27,3444326.0,16438876.81
2024-02-28,76502.7,15995603.43
2024-02-29,94684.77,14293721.53
2024-03-01,107999.57,13395235.04
2024-03-02,315756.49,13228546.74
2024-03-03,87904.52,13208819.82
2024-03-04,102961.42,12776194.09
2024-03-05,1090207.1,13443133.79
2024-03-06,493331.03,13669737.17
2024-03-07,93255.82,13625213.03
2024-03-08,341581.28,13837863.97
2024-03-09,333139.36,13925297.08
2024-03-10,390110.7,13103453.01
2024-03-11,124154.3,13099610.52
2024-03-12,598759.81,12793501.28
2024-03-13,128656.64,12110643.63
2024-03-14,104726.0,12083375.03
2024-03-15,122848.54,11914401.31
2024-03-16,955691.58,12740414.12
2024-03-17,454203.6,13052997.31
2024-03-18,253976.03,12880792.8
2024-03-19,470609.14,13244264.47
2024-03-20,288723.93,12257433.39
2024-03-21,109646.73,11946243.16
2024-03-22,101356.73,11928549.31
2024-03-23,1281600.39,13067438.69
2024-03-24,1529619.04,14487353.87
2024-03-25,1194878.25,15578565.51
2024-03-26,104288.82,14888857.78
2024-03-27,1119687.25,15915187.54
2024-03-28,146911.67,12617773.21
2024-03-29,547119.06,13088389.57
2024-03-30,111689.82,13105394.62
2024-03-31,84729.27,13082124.32
2024-04-01,108362.05,12874729.88
2024-04-02,2220508.51,15007333.87
2024-04-03,974630.44,15879002.89
2024-04-04,122095.68,14910891.47
2024-04-05,1553086.74,15970647.18
2024-04-06,1690468.68,17567860.04
2024-04-07,260664.69,17486943.45
2024-04-08,497859.18,17651663.27
2024-04-09,461197.28,17722749.85
2024-04-10,1739111.12,19337706.67
2024-04-11,705022.26,19443969.12
2024-04-12,958030.47,20273342.95
2024-04-13,135082.78,20303699.73
2024-04-14,97702.62,20278553.81
2024-04-15,510618.67,19833480.9
2024-04-16,150035.72,19529313.02
2024-04-17,140237.83,19415574.82
2024-04-18,347046.22,19292011.9
2024-04-19,120261.72,19123549.69
2024-04-20,263998.5,19277901.46
2024-04-21,96612.47,19273157.2
2024-04-22,134990.46,18126547.27
2024-04-23,105035.7,16701963.93
2024-04-24,206514.1,15713599.78
2024-04-25,614180.0,16223490.96
2024-04-26,114242.3,15218046.01
2024-04-27,287183.67,15358318.01
2024-04-28,258549.29,15069748.24
2024-04-29,77118.38,15035176.8
2024-04-30,116522.41,15066969.94
2024-05-01,735511.73,15694119.62
2024-05-02,115017.38,13588628.49
2024-05-03,108023.79,12722021.84
2024-05-04,159441.56,12759367.72
2024-05-05,269109.69,11475390.67
2024-05-06,99217.78,9884139.77
2024-05-07,142154.44,9765629.52
2024-05-08,726108.43,9993878.77
2024-05-09,94931.18,9627612.67
2024-05-10,179156.7,8067658.25
2024-05-11,472777.68,7835413.67
2024-05-12,703342.13,7580725.33
2024-05-13,682138.94,8127781.49
2024-05-14,322210.24,8352289.11
2024-05-15,796846.12,8638516.56
2024-05-16,106840.14,8595320.98
2024-05-17,701144.08,9156227.23
2024-05-18,144108.4,8953289.41
2024-05-19,724290.91,9557318.6
2024-05-20,276268.77,9569588.87
2024-05-21,109464.25,9582440.65
2024-05-22,290326.46,9737776.65
2024-05-23,77554.82,9710295.77
2024-05-24,91079.52,9594861.19
2024-05-25,1199967.93,10180649.12
2024-05-26,167909.24,10234316.06
2024-05-27,134890.08,10082022.47
2024-05-28,131041.17,9954514.35
2024-05-29,112847.62,9990243.59
2024-05-30,439255.94,10312977.12
2024-05-31,1139018.09,10716483.48
2024-06-01,278221.45,10879687.55
2024-06-02,1498282.03,12269945.79
2024-06-03,111312.51,12221816.74
2024-06-04,101873.64,12054580.69
2024-06-05,1781850.71,13737213.62
2024-06-06,147413.97,13742473.15
2024-06-07,279890.31,13296255.03
2024-06-08,355208.89,13556532.74
2024-06-09,170740.75,13548116.79
2024-06-10,102854.79,13178193.9
2024-06-11,186276.32,12661128.09
2024-06-12,638621.04,12617610.19
2024-06-13,198680.85,12494080.8
2024-06-14,402404.03,12099638.71
2024-06-15,156268.38,12149066.95
2024-06-16,464880.1,11912802.97
2024-06-17,405519.46,12174214.03
2024-06-18,471968.73,11921891.85
2024-06-19,549798.15,12195421.23
2024-06-20,117574.95,12203531.93
2024-06-21,209154.88,12122360.35
2024-06-22,222891.53,12267697.06
2024-06-23,696075.31,12872692.85
2024-06-24,567769.25,12240494.17
2024-06-25,86968.06,12159552.99
2024-06-26,105743.07,12130405.98
2024-06-27,444679.14,12444043.95
2024-06-28,658891.86,12990088.19
2024-06-29,497416.3,13048248.55
2024-06-30,195987.74,12105218.2
2024-07-01,109868.74,11936865.49
2024-07-02,949786.1,11388369.56
2024-07-03,1071841.44,12348898.49
2024-07-04,106888.73,12353913.58
2024-07-05,98763.62,10670826.49
2024-07-06,1118979.94,11642392.46
2024-07-07,121502.56,11484004.71
2024-07-08,196680.08,11325475.9
2024-07-09,636889.1,11791624.25
2024-07-10,120658.66,11809428.12
2024-07-11,129333.95,11752485.75
2024-07-12,151304.54,11265169.25
2024-07-13,447571.82,11514060.22
2024-07-14,234249.11,11345905.3
2024-07-15,124647.78,11314284.7
2024-07-16,1785787.01,12635191.61
2024-07-17,82074.86,12311747.01
2024-07-18,276317.13,12116095.41
2024-07-19,112952.73,11679249.99
2024-07-20,142607.36,11704282.4
2024-07-21,527948.3,12023075.82
2024-07-22,666999.8,12467184.09
2024-07-23,108144.64,11879253.42
2024-07-24,236371.28,11547855.45
2024-07-25,573414.17,12034301.56
2024-07-26,637965.45,12566523.94
2024-07-27,813701.65,12935546.45
2024-07-28,346874.22,12623528.81
2024-07-29,384822.91,12510935.42
2024-07-30,1198380.86,13513328.54
2024-07-31,90202.02,13493661.82
2024-08-01,325088.99,12868964.71
2024-08-02,196713.78,11993837.05
2024-08-03,149432.81,12036381.13
2024-08-04,465854.56,12403472.07
2024-08-05,173091.9,11457584.03
2024-08-06,937091.27,12273172.74
2024-08-07,111319.58,12187812.24
2024-08-08,503895.83,12054818.97
2024-08-09,1307256.49,13241416.8
2024-08-10,355377.49,13467460.34
2024-08-11,83243.99,13399399.79
2024-08-12,1309521.24,14261349.21
2024-08-13,96523.37,14123623.47
2024-08-14,169397.43,14168373.12
2024-08-15,119676.18,12502262.29
2024-08-16,68118.02,12488305.45
2024-08-17,2014209.0,14226197.32
2024-08-18,954780.11,15068024.7
2024-08-19,94710.29,15020127.63
2024-08-20,311902.54,14804081.87
2024-08-21,912610.69,15049692.76
2024-08-22,791288.41,15732836.53
2024-08-23,143935.64,15640400.89
2024-08-24,103306.8,15170293.52
2024-08-25,142256.81,14674584.88
2024-08-26,88756.33,13949639.56
2024-08-27,262884.24,13865649.58
2024-08-28,1128554.56,14609381.23
2024-08-29,130595.01,13541595.38
2024-08-30,211347.56,13662740.92
2024-08-31,564596.48,13902248.41
2024-09-01,757549.84,14463084.47
2024-09-02,156474.93,14470126.59
2024-09-03,277441.5,14281713.53
2024-09-04,525653.22,14634274.85
2024-09-05,537492.41,14234675.99
2024-09-06,465493.8,14588850.21
2024-09-07,934628.81,15019583.19
2024-09-08,324866.2,14037192.9
2024-09-09,267535.44,13949350.85
2024-09-10,467984.99,14334091.85
2024-09-11,260320.11,13284890.72
2024-09-12,81859.73,13270227.08
2024-09-13,123901.47,13224731.12
2024-09-14,88951.78,13194006.72
2024-09-15,131334.19,13257222.89
2024-09-16,289993.83,11533007.72
2024-09-17,440961.69,11019189.3
2024-09-18,128144.03,11052623.04
2024-09-19,139257.86,10879978.36
2024-09-20,97431.83,10064799.5
2024-09-21,684786.45,9958297.54
2024-09-22,212354.05,10026715.95
2024-09-23,165410.89,10088820.04
2024-09-24,1110787.96,11057351.19
2024-09-25,109124.79,11077719.65
2024-09-26,424993.71,11239829.12
2024-09-27,70506.5,10181781.06
2024-09-28,106597.67,10157783.72
2024-09-29,115874.91,10062311.07
2024-09-30,133892.19,9631606.78
2024-10-01,1329665.49,10203722.43
2024-10-02,147546.45,10194793.95
2024-10-03,340394.64,10257747.09
2024-10-04,748991.54,10481085.41
2024-10-05,729823.41,10673416.41
2024-10-06,217347.7,10425270.31
2024-10-07,933256.94,10423898.44
2024-10-08,252262.44,10351294.68
2024-10-09,424345.11,10508104.35
2024-10-10,176983.39,10217102.75
2024-10-11,681510.81,10638293.45
2024-10-12,209369.93,10765803.65
2024-10-13,616438.88,11258341.06
2024-10-14,427891.29,11597280.57
2024-10-15,180479.9,11646426.28
2024-10-16,123502.42,11479934.87
2024-10-17,396777.09,11435750.27
2024-10-18,974300.02,12281906.26
2024-10-19,284808.93,12427457.33
2024-10-20,345567.52,12675593.02
2024-10-21,286167.07,12276973.64
2024-10-22,115089.61,12179709.2
2024-10-23,119294.34,12133592.65
2024-10-24,276642.82,11299447.51
2024-10-25,126302.48,11316625.2
2024-10-26,92178.07,10983809.56
2024-10-27,89704.07,11003007.13
2024-10-28,1353966.08,12250375.54
2024-10-29,594320.12,12728820.75
2024-10-30,138597.35,12733525.91
2024-10-31,732270.69,12136131.11
2024-11-01,112484.5,12101069.16
2024-11-02,142831.63,11903506.15
2024-11-03,86130.55,11240645.16
2024-11-04,296919.69,10807741.44
2024-11-05,102012.37,10692406.11
2024-11-06,477246.38,10236395.55
2024-11-07,753251.48,10737384.59
2024-11-08,368547.96,10681587.44
2024-11-09,110767.91,10615371.96
2024-11-10,260351.46,10194212.61
2024-11-11,904842.99,10889685.67
2024-11-12,150168.81,10423415.6
2024-11-13,456412.75,10451937.06
2024-11-14,308993.06,10580450.22
2024-11-15,116083.14,10573030.94
2024-11-16,102285.25,10278539.1
2024-11-17,773691.99,10077931.07
2024-11-18,118274.37,9911396.51
2024-11-19,692763.75,10258592.74
2024-11-20,130790.71,10103216.38
2024-11-21,284545.58,10272672.35
2024-11-22,76150.91,10229528.92
2024-11-23,80153.3,10033039.4
2024-11-24,1437691.1,11344428.02
2024-11-25,1307517.73,12559767.68
2024-11-26,700373.37,13170436.98
2024-11-27,954599.81,12771070.71
2024-11-28,148697.89,12325448.48
2024-11-29,238780.35,12425631.48
2024-11-30,1285180.51,12978541.3
2024-12-01,90724.53,12956781.33
2024-12-02,654507.3,13468457.0
2024-12-03,166395.93,13548722.38
2024-12-04,126326.95,13378129.64
2024-12-05,1871943.45,15148060.72
2024-12-06,126232.09,14797046.43
2024-12-07,164215.68,14208010.63
2024-12-08,131757.46,13971220.13
2024-12-09,305056.61,14165508.83
2024-12-10,944356.78,14849514.15
2024-12-11,73137.27,14017808.43
2024-12-12,785695.49,14653335.11
2024-12-13,479319.67,14676242.03
2024-12-14,99968.79,14467217.76
2024-12-15,1113971.3,15465105.92
2024-12-16,880317.36,16243138.03
2024-12-17,1076312.3,16545758.34
2024-12-18,114076.84,16541560.81
2024-12-19,653538.02,16502335.08
2024-12-20,287515.82,16659060.19
2024-12-21,711412.58,17085927.19
2024-12-22,711935.86,17721712.14
2024-12-23,119947.29,17761506.13
2024-12-24,311048.71,16634863.74
2024-12-25,214639.77,15541985.78
2024-12-26,137279.75,14978892.16
2024-12-27,80432.89,14104725.24
2024-12-28,486834.46,14442861.81
2024-12-29,131621.4,14335702.86
2024-12-30,124001.48,13174523.83
2024-12-31,624528.24,13708327.54
