order_date,daily_revenue,rolling_90d_revenue,days_in_window
2023-11-26,515428.44,39454002.41,90
2023-11-27,768008.73,40135158.66,90
2023-11-28,738259.68,39768542.51,90
2023-11-29,192728.08,38858215.38,90
2023-11-30,1385322.39,40103763.09,90
2023-12-01,548496.68,40563710.8,90
2023-12-02,1796045.09,42248469.9,90
2023-12-03,156871.82,42222512.55,90
2023-12-04,178729.84,42283682.89,90
2023-12-05,720559.24,42733886.36,90
2023-12-06,286977.36,42875167.66,90
2023-12-07,168646.4,42619720.51,90
2023-12-08,114064.9,41708505.61,90
2023-12-09,101018.69,40447684.91,90
2023-12-10,297760.0,40287696.48,90
2023-12-11,187629.33,39420053.03,90
2023-12-12,188608.81,39517328.39,90
2023-12-13,299918.96,39059741.55,90
2023-12-14,530053.85,38222781.85,90
2023-12-15,510391.84,38618298.44,90
2023-12-16,89169.93,38597924.56,90
2023-12-17,300080.01,38782157.68,90
2023-12-18,914577.52,39580863.95,90
2023-12-19,307480.25,39564018.39,90
2023-12-20,310209.85,39758824.36,90
2023-12-21,75710.47,39723716.34,90
2023-12-22,610207.7,40002784.58,90
2023-12-23,372341.76,39993902.27,90
2023-12-24,674399.12,40514859.79,90
2023-12-25,104787.99,40492363.27,90
2023-12-26,280334.81,39514037.66,90
2023-12-27,98088.37,39492852.45,90
2023-12-28,498869.79,39889790.49,90
2023-12-29,309684.23,37037586.56,90
2023-12-30,705557.19,37213169.01,90
2023-12-31,279688.93,37256063.85,90
2024-01-01,298417.79,36978401.58,90
2024-01-02,158216.11,36371017.33,90
2024-01-03,596693.02,36554214.36,90
2024-01-04,272073.3,36542501.95,90
2024-01-05,515157.46,36121383.66,90
2024-01-06,105146.13,35898413.15,90
2024-01-07,101610.42,35835117.12,90
2024-01-08,424381.03,34599850.76,90
2024-01-09,295027.27,34766352.1,90
2024-01-10,209252.7,34890024.48,90
2024-01-11,808557.84,35596270.8,90
2024-01-12,564578.84,35679596.49,90
2024-01-13,262742.49,35828244.5,90
2024-01-14,488989.31,36197797.62,90
2024-01-15,140898.17,36248538.51,90
2024-01-16,311500.91,35716933.63,90
2024-01-17,121759.42,35718006.47,90
2024-01-18,99133.06,35729661.39,90
2024-01-19,97850.52,35541551.78,90
2024-01-20,117627.52,35364518.24,90
2024-01-21,531544.09,35627197.04,90
2024-01-22,89337.2,35336924.23,90
2024-01-23,1131332.25,36355359.03,90
2024-01-24,1059105.78,36632603.45,90
2024-01-25,596098.91,36850423.44,90
2024-01-26,82638.83,36503196.56,90
2024-01-27,75667.51,35708194.51,90
2024-01-28,132711.79,33803863.52,90
2024-01-29,519776.08,34201004.72,90
2024-01-30,1796566.67,34922441.61,90
2024-01-31,1006486.06,35819190.38,90
2024-02-01,482444.79,36188825.62,90
2024-02-02,107631.44,36195623.88,90
2024-02-03,535587.15,36588502.56,90
2024-02-04,423267.4,36915635.51,90
2024-02-05,266727.65,36951739.33,90
2024-02-06,137779.96,36269413.59,90
2024-02-07,128930.34,36023919.03,90
2024-02-08,245706.25,36155907.87,90
2024-02-09,1211954.77,37239600.98,90
2024-02-10,127996.79,37251770.44,90
2024-02-11,904869.05,37871468.84,90
2024-02-12,811514.29,38570837.44,90
2024-02-13,131994.6,38609840.45,90
2024-02-14,291822.26,38401005.13,90
2024-02-15,129678.77,38225854.22,90
2024-02-16,141620.41,37811799.18,90
2024-02-17,426180.54,38133943.01,90
2024-02-18,107137.47,37749067.9,90
2024-02-19,1275555.01,37598011.44,90
2024-02-20,420836.96,37837811.45,90
2024-02-21,119050.58,37843970.25,90
2024-02-22,142711.01,37293637.62,90
2024-02-23,109703.86,37308287.88,90
2024-02-24,103666.61,36896526.05,90
2024-02-25,793996.55,36922513.87,90
2024-02-26,93357.49,36277611.68,90
2024-02-27,3444326.0,39529209.6,90
2024-02-28,76502.7,38220389.91,90
2024-02-29,94684.77,37766578.0,90
2024-03-01,107999.57,36078532.48,90
2024-03-02,315756.49,36237417.15,90
2024-03-03,87904.52,36146591.83,90
2024-03-04,102961.42,35528994.01,90
2024-03-05,1090207.1,36332223.75,90
2024-03-06,493331.03,36656908.38,90
2024-03-07,93255.82,36636099.3,90
2024-03-08,341581.28,36876661.89,90
2024-03-09,333139.36,36912041.25,90
2024-03-10,390110.7,37114522.62,90
2024-03-11,124154.3,37050068.11,90
2024-03-12,598759.81,37348908.96,90
2024-03-13,128656.64,36947511.75,90
2024-03-14,104726.0,36541845.91,90
2024-03-15,122848.54,36575524.52,90
2024-03-16,955691.58,37231136.09,90
2024-03-17,454203.6,36770762.17,90
2024-03-18,253976.03,36717257.95,90
2024-03-19,470609.14,36877657.24,90
2024-03-20,288723.93,37090670.7,90
2024-03-21,109646.73,36590109.73,90
2024-03-22,101356.73,36319124.7,90
2024-03-23,1281600.39,36926325.97,90
2024-03-24,1529619.04,38351157.02,90
2024-03-25,1194878.25,39265700.46,90
2024-03-26,104288.82,39271900.91,90
2024-03-27,1119687.25,39892718.37,90
2024-03-28,146911.67,39729945.81,90
2024-03-29,547119.06,39571507.68,90
2024-03-30,111689.82,39403508.57,90
2024-03-31,84729.27,39189820.05,90
2024-04-01,108362.05,39139965.99,90
2024-04-02,2220508.51,40763781.48,90
2024-04-03,974630.44,41466338.62,90
2024-04-04,122095.68,41073276.84,90
2024-04-05,1553086.74,42521217.45,90
2024-04-06,1690468.68,44110075.71,90
2024-04-07,260664.69,43946359.37,90
2024-04-08,497859.18,44149191.28,90
2024-04-09,461197.28,44401135.86,90
2024-04-10,1739111.12,45331689.14,90
2024-04-11,705022.26,45472132.56,90
2024-04-12,958030.47,46167420.54,90
2024-04-13,135082.78,45813514.01,90
2024-04-14,97702.62,45770318.46,90
2024-04-15,510618.67,45969436.22,90
2024-04-16,150035.72,45997712.52,90
2024-04-17,140237.83,46038817.29,90
2024-04-18,347046.22,46288012.99,90
2024-04-19,120261.72,46290647.19,90
2024-04-20,263998.5,46023101.6,90
2024-04-21,96612.47,46030376.87,90
2024-04-22,134990.46,45034035.08,90
2024-04-23,105035.7,44079965.0,90
2024-04-24,206514.1,43690380.19,90
2024-04-25,614180.0,44221921.36,90
2024-04-26,114242.3,44260496.15,90
2024-04-27,287183.67,44414968.03,90
2024-04-28,258549.29,44153741.24,90
2024-04-29,77118.38,42434292.95,90
2024-04-30,116522.41,41544329.3,90
2024-05-01,735511.73,41797396.24,90
2024-05-02,115017.38,41804782.18,90
2024-05-03,108023.79,41377218.82,90
2024-05-04,159441.56,41113392.98,90
2024-05-05,269109.69,41115775.02,90
2024-05-06,99217.78,41077212.84,90
2024-05-07,142154.44,41090436.94,90
2024-05-08,726108.43,41570839.12,90
2024-05-09,94931.18,40453815.53,90
2024-05-10,179156.7,40504975.44,90
2024-05-11,472777.68,40072884.07,90
2024-05-12,703342.13,39964711.91,90
2024-05-13,682138.94,40514856.25,90
2024-05-14,322210.24,40545244.23,90
2024-05-15,796846.12,41212411.58,90
2024-05-16,106840.14,41177631.31,90
2024-05-17,701144.08,41452594.85,90
2024-05-18,144108.4,41489565.78,90
2024-05-19,724290.91,40938301.68,90
2024-05-20,276268.77,40793733.49,90
2024-05-21,109464.25,40784147.16,90
2024-05-22,290326.46,40931762.61,90
2024-05-23,77554.82,40899613.57,90
2024-05-24,91079.52,40887026.48,90
2024-05-25,1199967.93,41292997.86,90
2024-05-26,167909.24,41367549.61,90
2024-05-27,134890.08,38058113.69,90
2024-05-28,131041.17,38112652.16,90
2024-05-29,112847.62,38130815.01,90
2024-05-30,439255.94,38462071.38,90
2024-05-31,1139018.09,39285332.98,90
2024-06-01,278221.45,39475649.91,90
2024-06-02,1498282.03,40870970.52,90
2024-06-03,111312.51,39892075.93,90
2024-06-04,101873.64,39500618.54,90
2024-06-05,1781850.71,41189213.43,90
2024-06-06,147413.97,40995046.12,90
2024-06-07,279890.31,40941797.07,90
2024-06-08,355208.89,40906895.26,90
2024-06-09,170740.75,40953481.71,90
2024-06-10,102854.79,40457576.69,90
2024-06-11,186276.32,40515196.37,90
2024-06-12,638621.04,41049091.41,90
2024-06-13,198680.85,41124923.72,90
2024-06-14,402404.03,40571636.17,90
2024-06-15,156268.38,40273700.95,90
2024-06-16,464880.1,40484605.02,90
2024-06-17,405519.46,40419515.34,90
2024-06-18,471968.73,40602760.14,90
2024-06-19,549798.15,41042911.56,90
2024-06-20,117574.95,41059129.78,90
2024-06-21,209154.88,39986684.27,90
2024-06-22,222891.53,38679956.76,90
2024-06-23,696075.31,38181153.82,90
2024-06-24,567769.25,38644634.25,90
2024-06-25,86968.06,37611915.06,90
2024-06-26,105743.07,37570746.46,90
2024-06-27,444679.14,37468306.54,90
2024-06-28,658891.86,38015508.58,90
2024-06-29,497416.3,38428195.61,90
2024-06-30,195987.74,38515821.3,90
2024-07-01,109868.74,36405181.53,90
2024-07-02,949786.1,36380337.19,90
2024-07-03,1071841.44,37330082.95,90
2024-07-04,106888.73,35883884.94,90
2024-07-05,98763.62,34292179.88,90
2024-07-06,1118979.94,35150495.13,90
2024-07-07,121502.56,34774138.51,90
2024-07-08,196680.08,34509621.31,90
2024-07-09,636889.1,33407399.29,90
2024-07-10,120658.66,32823035.69,90
2024-07-11,129333.95,31994339.17,90
2024-07-12,151304.54,32010560.93,90
2024-07-13,447571.82,32360430.13,90
2024-07-14,234249.11,32084060.57,90
2024-07-15,124647.78,32058672.63,90
2024-07-16,1785787.01,33704221.81,90
2024-07-17,82074.86,33439250.45,90
2024-07-18,276317.13,33595305.86,90
2024-07-19,112952.73,33444260.09,90
2024-07-20,142607.36,33490254.98,90
2024-07-21,527948.3,33883212.82,90
2024-07-22,666999.8,34445176.92,90
2024-07-23,108144.64,34346807.46,90
2024-07-24,236371.28,33968998.74,90
2024-07-25,573414.17,34428170.61,90
2024-07-26,637965.45,34778952.39,90
2024-07-27,813701.65,35334104.75,90
2024-07-28,346874.22,35603860.59,90
2024-07-29,384822.91,35872161.09,90
2024-07-30,1198380.86,36335030.22,90
2024-07-31,90202.02,36310214.86,90
2024-08-01,325088.99,36527280.06,90
2024-08-02,196713.78,36564552.28,90
2024-08-03,149432.81,36444875.4,90
2024-08-04,465854.56,36811512.18,90
2024-08-05,173091.9,36842449.64,90
2024-08-06,937091.27,37053432.48,90
2024-08-07,111319.58,37069820.88,90
2024-08-08,503895.83,37394560.01,90
2024-08-09,1307256.49,38229038.82,90
2024-08-10,355377.49,37881074.18,90
2024-08-11,83243.99,37282179.23,90
2024-08-12,1309521.24,38269490.23,90
2024-08-13,96523.37,37569167.48,90
2024-08-14,169397.43,37631724.77,90
2024-08-15,119676.18,37050256.87,90
2024-08-16,68118.02,36974266.49,90
2024-08-17,2014209.0,38264184.58,90
2024-08-18,954780.11,38942695.92,90
2024-08-19,94710.29,38927941.96,90
2024-08-20,311902.54,38949518.04,90
2024-08-21,912610.69,39784573.91,90
2024-08-22,791288.41,40484782.8,90
2024-08-23,143935.64,39428750.51,90
2024-08-24,103306.8,39364148.07,90
2024-08-25,142256.81,39371514.8,90
2024-08-26,88756.33,39329229.96,90
2024-08-27,262884.24,39479266.58,90
2024-08-28,1128554.56,40168565.2,90
2024-08-29,130595.01,39160142.12,90
2024-08-30,211347.56,39093268.23,90
2024-08-31,564596.48,38159582.68,90
2024-09-01,757549.84,38805820.01,90
2024-09-02,156474.93,38860421.3,90
2024-09-03,277441.5,37356012.09,90
2024-09-04,525653.22,37734251.34,90
2024-09-05,537492.41,37991853.44,90
2024-09-06,465493.8,38102138.35,90
2024-09-07,934628.81,38866026.41,90
2024-09-08,324866.2,39088037.82,90
2024-09-09,267535.44,39169296.94,90
2024-09-10,467984.99,38998660.89,90
2024-09-11,260320.11,39060300.15,90
2024-09-12,81859.73,38739755.85,90
2024-09-13,123901.47,38707388.94,90
2024-09-14,88951.78,38331460.62,90
2024-09-15,131334.19,38057275.35,90
2024-09-16,289993.83,37875300.45,90
2024-09-17,440961.69,37766463.99,90
2024-09-18,128144.03,37777033.07,90
2024-09-19,139257.86,37707136.05,90
2024-09-20,97431.83,37581676.35,90
2024-09-21,684786.45,37570387.49,90
2024-09-22,212354.05,37214972.29,90
2024-09-23,165410.89,37293415.12,90
2024-09-24,1110787.96,38298460.01,90
2024-09-25,109124.79,37962905.66,90
2024-09-26,424993.71,37729007.51,90
2024-09-27,70506.5,37302097.71,90
2024-09-28,106597.67,37212707.64,90
2024-09-29,115874.91,37218713.81,90
2024-09-30,133892.19,36402819.9,90
2024-10-01,1329665.49,36660643.95,90
2024-10-02,147546.45,36701301.67,90
2024-10-03,340394.64,36942932.69,90
2024-10-04,748991.54,36572944.29,90
2024-10-05,729823.41,37181265.14,90
2024-10-06,217347.7,37201932.76,90
2024-10-07,933256.94,37498300.6,90
2024-10-08,252262.44,37629904.38,90
2024-10-09,424345.11,37924915.54,90
2024-10-10,176983.39,37950594.39,90
2024-10-11,681510.81,38184533.38,90
2024-10-12,209369.93,38159654.2,90
2024-10-13,616438.88,38651445.3,90
2024-10-14,427891.29,37293549.58,90
2024-10-15,180479.9,37391954.62,90
2024-10-16,123502.42,37239139.91,90
2024-10-17,396777.09,37522964.27,90
2024-10-18,974300.02,38354656.93,90
2024-10-19,284808.93,38111517.56,90
2024-10-20,345567.52,37790085.28,90
2024-10-21,286167.07,37968107.71,90
2024-10-22,115089.61,37846826.04,90
2024-10-23,119294.34,37392706.21,90
2024-10-24,276642.82,37031383.58,90
2024-10-25,126302.48,36343984.41,90
2024-10-26,92178.07,36089288.26,90
2024-10-27,89704.07,35794169.42,90
2024-10-28,1353966.08,35949754.64,90
2024-10-29,594320.12,36453872.74,90
2024-10-30,138597.35,36267381.1,90
2024-10-31,732270.69,36802938.01,90
2024-11-01,112484.5,36765989.7,90
2024-11-02,142831.63,36442966.77,90
2024-11-03,86130.55,36356005.42,90
2024-11-04,296919.69,35715833.84,90
2024-11-05,102012.37,35706526.63,90
2024-11-06,477246.38,35679877.18,90
2024-11-07,753251.48,35125872.17,90
2024-11-08,368547.96,35139042.64,90
2024-11-09,110767.91,35166566.56,90
2024-11-10,260351.46,34117396.78,90
2024-11-11,904842.99,34925716.4,90
2024-11-12,150168.81,34906487.78,90
2024-11-13,456412.75,35243224.35,90
2024-11-14,308993.06,35484099.39,90
2024-11-15,116083.14,33585973.53,90
2024-11-16,102285.25,32733478.67,90
2024-11-17,773691.99,33412460.37,90
2024-11-18,118274.37,33218832.2,90
2024-11-19,692763.75,32998985.26,90
2024-11-20,130790.71,32338487.56,90
2024-11-21,284545.58,32479097.5,90
2024-11-22,76150.91,32451941.61,90
2024-11-23,80153.3,32389838.1,90
2024-11-24,1437691.1,33738772.87,90
2024-11-25,1307517.73,34783406.36,90
2024-11-26,700373.37,34355225.17,90
2024-11-27,954599.81,35179229.97,90
2024-11-28,148697.89,35116580.3,90
2024-11-29,238780.35,34790764.17,90
2024-11-30,1285180.51,35318394.84,90
2024-12-01,90724.53,35252644.44,90
2024-12-02,654507.3,35629710.24,90
2024-12-03,166395.93,35270452.95,90
2024-12-04,126326.95,34859287.49,90
2024-12-05,1871943.45,36265737.14,90
2024-12-06,126232.09,35457340.42,90
2024-12-07,164215.68,35296689.9,90
2024-12-08,131757.46,35160911.92,90
2024-12-09,305056.61,34997983.54,90
2024-12-10,944356.78,35682020.21,90
2024-12-11,73137.27,35673297.75,90
2024-12-12,785695.49,36335091.77,90
2024-12-13,479319.67,36725459.66,90
2024-12-14,99968.79,36694094.26,90
2024-12-15,1113971.3,37518071.73,90
2024-12-16,880317.36,37957427.4,90
2024-12-17,1076312.3,38905595.67,90
2024-12-18,114076.84,38880414.65,90
2024-12-19,653538.02,39436520.84,90
2024-12-20,287515.82,39039250.21,90
2024-12-21,711412.58,39538308.74,90
2024-12-22,711935.86,40084833.71,90
2024-12-23,119947.29,39093993.04,90
2024-12-24,311048.71,39295916.96,90
2024-12-25,214639.77,39085563.02,90
2024-12-26,137279.75,39152336.27,90
2024-12-27,80432.89,39126171.49,90
2024-12-28,486834.46,39497131.04,90
2024-12-29,131621.4,39494860.25,90
2024-12-30,124001.48,38289196.24,90
2024-12-31,624528.24,38766178.03,90
