customer_id,last_order_date,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,segment
1654.0,2024-10-12,7,12847.68,80.0,3,3,3,333,Potential Loyalists
1655.0,2023-10-06,5,10479.689999999999,452.0,3,1,3,313,Hibernating
1656.0,2024-11-17,9,23116.77,44.0,3,4,5,345,Loyal Customers
1657.0,2024-10-16,9,7971.1,76.0,3,4,2,342,Potential Loyalists
1658.0,2024-06-06,9,18357.29,208.0,3,4,4,344,Loyal Customers
1659.0,2024-06-22,7,5103.46,192.0,3,3,1,331,Potential Loyalists
1660.0,2024-12-26,11,14623.23,5.0,3,5,4,354,Loyal Customers
1661.0,2024-12-13,6,188783.78,18.0,3,2,5,325,Promising
1662.0,2024-12-15,8,16083.449999999999,16.0,3,3,4,334,Loyal Customers
1663.0,2024-08-11,6,8273.38,142.0,3,2,2,322,Hibernating
1664.0,2023-09-02,5,6411.8099999999995,486.0,3,1,1,311,Hibernating
1665.0,2024-01-19,9,17606.68,347.0,3,4,4,344,Loyal Customers
1666.0,2024-09-11,4,943.79,111.0,3,1,1,311,Hibernating
1667.0,2024-08-12,7,8186.14,141.0,3,3,2,332,Potential Loyalists
1668.0,2024-12-23,12,710379.76,8.0,3,5,5,355,Loyal Customers
1669.0,2024-09-22,10,10980.76,100.0,3,5,3,353,Potential Loyalists
1670.0,2024-09-11,5,10122.69,111.0,3,1,2,312,Hibernating
1671.0,2024-12-17,8,14848.720000000001,14.0,3,3,4,334,Loyal Customers
1672.0,2024-12-07,4,6169.67,24.0,3,1,1,311,Hibernating
1673.0,2024-09-08,3,15227.02,114.0,3,1,4,314,Hibernating
1674.0,2024-11-13,6,10152.46,48.0,3,2,2,322,Hibernating
1675.0,2024-09-23,7,8737.880000000001,99.0,3,3,2,332,Potential Loyalists
1676.0,2024-05-16,6,13461.8,229.0,3,2,3,323,Hibernating
1677.0,2024-07-29,7,9892.94,155.0,3,3,2,332,Potential Loyalists
1678.0,2024-09-22,8,441549.22,100.0,3,3,5,335,Loyal Customers
1679.0,2024-08-06,7,14847.78,147.0,3,3,4,334,Loyal Customers
1680.0,2024-07-16,9,19042.85,168.0,3,4,4,344,Loyal Customers
1681.0,2024-12-13,9,9300.539999999999,18.0,3,4,2,342,Potential Loyalists
1682.0,2024-10-06,5,7428.3,86.0,3,1,2,312,Hibernating
1683.0,2024-08-16,4,2430.09,137.0,3,1,1,311,Hibernating
1684.0,2023-07-10,3,4714.46,540.0,3,1,1,311,Hibernating
1685.0,2023-08-19,6,9869.57,500.0,3,2,2,322,Hibernating
1686.0,2024-10-29,3,2756.31,63.0,3,1,1,311,Hibernating
1687.0,2024-08-15,5,8820.86,138.0,3,1,2,312,Hibernating
1688.0,2024-09-18,9,20579.22,104.0,3,4,4,344,Loyal Customers
1689.0,2024-12-26,10,18119.48,5.0,3,5,4,354,Loyal Customers
1690.0,2024-09-03,6,18351.94,119.0,3,2,4,324,Promising
1691.0,2024-08-06,9,13866.939999999999,147.0,3,4,3,343,Potential Loyalists
1692.0,2024-11-12,6,9953.380000000001,49.0,3,2,2,322,Hibernating
1693.0,2023-11-19,8,8441.22,408.0,3,3,2,332,Potential Loyalists
1694.0,2024-10-31,8,11420.75,61.0,3,3,3,333,Potential Loyalists
1695.0,2024-05-23,7,258172.19999999998,222.0,3,3,5,335,Loyal Customers
1696.0,2024-10-29,12,19911.43,63.0,3,5,4,354,Loyal Customers
1697.0,2024-03-26,8,11518.21,280.0,3,3,3,333,Potential Loyalists
1698.0,2024-09-14,11,33297.37,108.0,3,5,5,355,Loyal Customers
1699.0,2024-08-21,6,8105.23,132.0,3,2,2,322,Hibernating
1700.0,2024-06-24,5,7916.06,190.0,3,1,2,312,Hibernating
1701.0,2024-10-05,9,8571.68,87.0,3,4,2,342,Potential Loyalists
1702.0,2023-11-18,2,680.0,409.0,3,1,1,311,Hibernating
1703.0,2024-11-23,9,23507.62,38.0,3,4,5,345,Loyal Customers
1704.0,2024-09-09,4,3509.46,113.0,3,1,1,311,Hibernating
1705.0,2024-05-03,4,12630.37,242.0,3,1,3,313,Hibernating
1706.0,2024-06-11,3,1674.6,203.0,3,1,1,311,Hibernating
1707.0,2023-09-15,3,5478.23,473.0,3,1,1,311,Hibernating
1708.0,2023-08-13,7,22763.59,506.0,3,3,5,335,Loyal Customers
1709.0,2024-08-02,8,17478.15,151.0,3,3,4,334,Loyal Customers
1710.0,2024-09-22,11,26367.899999999998,100.0,3,5,5,355,Loyal Customers
1711.0,2024-09-03,12,21247.2,119.0,3,5,4,354,Loyal Customers
1712.0,2024-09-24,5,25009.54,98.0,3,1,5,315,Promising
1713.0,2024-03-16,6,435133.41,290.0,3,2,5,325,Promising
1714.0,2024-11-28,11,34685.96,33.0,3,5,5,355,Loyal Customers
1715.0,2024-03-12,8,412398.79,294.0,3,3,5,335,Loyal Customers
1716.0,2024-03-17,5,11208.88,289.0,3,1,3,313,Hibernating
1717.0,2024-12-05,8,7867.18,26.0,3,3,2,332,Potential Loyalists
1718.0,2024-12-17,8,8598.72,14.0,3,3,2,332,Potential Loyalists
1719.0,2024-12-29,6,5251.97,2.0,3,2,1,321,Hibernating
1720.0,2024-04-16,6,7474.21,259.0,3,2,2,322,Hibernating
1721.0,2024-09-18,9,5872.96,104.0,3,4,1,341,Potential Loyalists
1722.0,2024-09-07,7,15308.66,115.0,3,3,4,334,Loyal Customers
1723.0,2024-11-07,8,185422.25,54.0,3,3,5,335,Loyal Customers
1724.0,2024-12-20,12,20569.61,11.0,3,5,4,354,Loyal Customers
1725.0,2024-05-30,10,36997.71,215.0,3,5,5,355,Loyal Customers
1726.0,2024-08-22,8,10409.41,131.0,3,3,3,333,Potential Loyalists
1727.0,2024-11-16,5,4712.5,45.0,3,1,1,311,Hibernating
1728.0,2024-11-17,4,11302.9,44.0,3,1,3,313,Hibernating
1729.0,2024-09-21,9,9018.99,101.0,3,4,2,342,Potential Loyalists
1730.0,2024-12-19,11,10624.43,12.0,3,5,3,353,Potential Loyalists
1731.0,2024-10-10,10,12394.92,82.0,3,5,3,353,Potential Loyalists
1732.0,2024-10-11,9,7129.06,81.0,3,4,2,342,Potential Loyalists
1733.0,2024-05-10,7,8254.39,235.0,3,3,2,332,Potential Loyalists
1734.0,2024-11-12,7,8449.380000000001,49.0,3,3,2,332,Potential Loyalists
1735.0,2024-07-31,4,4334.85,153.0,3,1,1,311,Hibernating
1736.0,2024-10-09,8,17814.41,83.0,3,3,4,334,Loyal Customers
1737.0,2024-12-17,7,1270156.67,14.0,3,3,5,335,Loyal Customers
1738.0,2024-11-09,9,27125.48,52.0,3,4,5,345,Loyal Customers
1739.0,2024-04-10,8,7381.87,265.0,3,3,2,332,Potential Loyalists
1740.0,2024-05-31,5,4070.82,214.0,3,1,1,311,Hibernating
1741.0,2023-11-20,3,4314.46,407.0,3,1,1,311,Hibernating
1742.0,2024-07-14,5,5759.32,170.0,3,1,1,311,Hibernating
1743.0,2024-11-04,8,10604.88,57.0,3,3,3,333,Potential Loyalists
1744.0,2023-10-18,8,8716.300000000001,440.0,3,3,2,332,Potential Loyalists
1745.0,2023-10-22,5,8128.61,436.0,3,1,2,312,Hibernating
1746.0,2024-05-15,6,8747.49,230.0,3,2,2,322,Hibernating
1747.0,2024-04-11,6,5845.099999999999,264.0,3,2,1,321,Hibernating
1748.0,2024-12-27,5,6434.08,4.0,3,1,1,311,Hibernating
1749.0,2024-11-20,10,10499.94,41.0,3,5,3,353,Potential Loyalists
1750.0,2024-08-16,11,26549.02,137.0,3,5,5,355,Loyal Customers
1751.0,2024-07-14,6,17909.59,170.0,3,2,4,324,Promising
1752.0,2024-05-20,6,127236.66,225.0,3,2,5,325,Promising
1753.0,2024-04-17,8,25801.57,258.0,3,3,5,335,Loyal Customers
1754.0,2024-05-30,4,3346.76,215.0,3,1,1,311,Hibernating
1755.0,2024-09-28,10,1215194.44,94.0,3,5,5,355,Loyal Customers
1756.0,2024-12-25,8,15605.31,6.0,3,3,4,334,Loyal Customers
1757.0,2024-10-14,9,17007.55,78.0,3,4,4,344,Loyal Customers
1758.0,2024-11-07,10,19670.86,54.0,3,5,4,354,Loyal Customers
1759.0,2024-06-27,6,10317.76,187.0,3,2,3,323,Hibernating
1760.0,2023-12-25,4,8241.75,372.0,3,1,2,312,Hibernating
1761.0,2024-05-24,7,7949.06,221.0,3,3,2,332,Potential Loyalists
1762.0,2024-09-06,7,5319.09,116.0,3,3,1,331,Potential Loyalists
1763.0,2024-12-14,7,782227.04,17.0,3,3,5,335,Loyal Customers
1764.0,2024-12-14,8,7901.51,17.0,3,3,2,332,Potential Loyalists
1765.0,2024-10-24,11,14878.75,68.0,3,5,4,354,Loyal Customers
1766.0,2024-10-01,10,19535.03,91.0,3,5,4,354,Loyal Customers
1767.0,2023-12-21,4,2225.2799999999997,376.0,3,1,1,311,Hibernating
1768.0,2024-11-30,6,10300.97,31.0,3,2,3,323,Hibernating
1769.0,2022-11-18,2,3187.12,774.0,3,1,1,311,Hibernating
1770.0,2024-08-23,4,7257.04,130.0,3,1,2,312,Hibernating
1771.0,2023-06-12,6,391539.57,568.0,3,2,5,325,Promising
1772.0,2024-10-13,11,33214.97,79.0,3,5,5,355,Loyal Customers
1773.0,2024-06-20,10,13096.6,194.0,3,5,3,353,Potential Loyalists
1774.0,2024-07-10,7,6540.64,174.0,3,3,1,331,Potential Loyalists
1775.0,2024-05-10,7,20727.79,235.0,3,3,4,334,Loyal Customers
1776.0,2024-09-10,3,5269.110000000001,112.0,3,1,1,311,Hibernating
1777.0,2023-11-09,3,873.0799999999999,418.0,3,1,1,311,Hibernating
1779.0,2024-09-05,5,3585.42,117.0,3,1,1,311,Hibernating
1780.0,2024-06-27,8,12690.960000000001,187.0,3,3,3,333,Potential Loyalists
1781.0,2024-04-27,4,6632.28,248.0,3,1,2,312,Hibernating
1782.0,2024-11-19,5,5279.14,42.0,3,1,1,311,Hibernating
1783.0,2024-12-13,8,7717.38,18.0,3,3,2,332,Potential Loyalists
1784.0,2024-11-09,10,14660.84,52.0,3,5,4,354,Loyal Customers
1785.0,2024-04-11,5,6027.94,264.0,3,1,1,311,Hibernating
1786.0,2023-07-01,7,11619.99,549.0,3,3,3,333,Potential Loyalists
1787.0,2024-09-23,8,7352.58,99.0,3,3,2,332,Potential Loyalists
1788.0,2024-11-06,15,25167.62,55.0,3,5,5,355,Loyal Customers
1789.0,2024-08-29,7,8015.09,124.0,3,3,2,332,Potential Loyalists
1790.0,2024-12-19,8,1007889.7899999999,12.0,3,3,5,335,Loyal Customers
1791.0,2024-11-16,3,3498.35,45.0,3,1,1,311,Hibernating
1792.0,2024-10-28,13,20219.81,64.0,3,5,4,354,Loyal Customers
1793.0,2023-02-02,3,12631.650000000001,698.0,3,1,3,313,Hibernating
1794.0,2024-12-22,10,28031.24,9.0,3,5,5,355,Loyal Customers
1795.0,2024-08-01,12,773718.9700000001,152.0,3,5,5,355,Loyal Customers
1796.0,2024-07-18,6,7184.47,166.0,3,2,2,322,Hibernating
1797.0,2024-12-29,15,20536.26,2.0,3,5,4,354,Loyal Customers
1798.0,2023-12-20,5,2691.41,377.0,3,1,1,311,Hibernating
1799.0,2024-12-13,13,739186.77,18.0,3,5,5,355,Loyal Customers
1800.0,2022-12-31,2,1504.17,731.0,3,1,1,311,Hibernating
1801.0,2024-02-13,8,9202.62,322.0,3,3,2,332,Potential Loyalists
1802.0,2024-11-16,14,42633.3,45.0,3,5,5,355,Loyal Customers
1803.0,2024-04-14,7,14762.18,261.0,3,3,4,334,Loyal Customers
1804.0,2024-08-30,9,22923.71,123.0,3,4,5,345,Loyal Customers
1805.0,2023-09-30,2,2839.9700000000003,458.0,3,1,1,311,Hibernating
1806.0,2024-07-17,8,38051.939999999995,167.0,3,3,5,335,Loyal Customers
1807.0,2024-09-21,10,35426.09,101.0,3,5,5,355,Loyal Customers
1808.0,2024-01-31,10,189600.49000000002,335.0,3,5,5,355,Loyal Customers
1809.0,2024-04-28,5,4450.89,247.0,3,1,1,311,Hibernating
1810.0,2024-06-18,7,12365.61,196.0,3,3,3,333,Potential Loyalists
1811.0,2024-12-22,7,22627.44,9.0,3,3,5,335,Loyal Customers
1812.0,2024-08-18,5,8601.94,135.0,3,1,2,312,Hibernating
1813.0,2024-02-23,7,6443.23,312.0,3,3,1,331,Potential Loyalists
1814.0,2023-09-10,1,2815.94,478.0,3,1,1,311,Hibernating
1815.0,2024-07-29,10,179996.30000000002,155.0,3,5,5,355,Loyal Customers
1816.0,2024-06-23,4,4745.84,191.0,3,1,1,311,Hibernating
1817.0,2024-03-23,5,13774.24,283.0,3,1,3,313,Hibernating
1818.0,2024-12-29,10,8145.23,2.0,3,5,2,352,Potential Loyalists
1819.0,2024-04-21,8,11337.8,254.0,3,3,3,333,Potential Loyalists
1820.0,2024-04-27,5,9890.869999999999,248.0,3,1,2,312,Hibernating
1821.0,2024-08-28,7,7224.13,125.0,3,3,2,332,Potential Loyalists
1822.0,2024-12-03,6,13487.03,28.0,3,2,3,323,Hibernating
1823.0,2024-11-18,7,5719.49,43.0,3,3,1,331,Potential Loyalists
1824.0,2024-04-29,7,19004.31,246.0,3,3,4,334,Loyal Customers
1825.0,2024-10-30,6,10636.18,62.0,3,2,3,323,Hibernating
1826.0,2024-11-12,9,284603.85,49.0,3,4,5,345,Loyal Customers
1827.0,2024-06-30,10,27729.059999999998,184.0,3,5,5,355,Loyal Customers
1828.0,2024-08-15,7,5591.65,138.0,3,3,1,331,Potential Loyalists
1829.0,2024-09-16,8,21199.02,106.0,3,3,4,334,Loyal Customers
1830.0,2023-09-21,6,6752.42,467.0,3,2,2,322,Hibernating
1831.0,2024-09-21,7,5231.96,101.0,3,3,1,331,Potential Loyalists
1832.0,2024-12-14,9,5775.56,17.0,3,4,1,341,Potential Loyalists
1833.0,2024-06-18,4,6164.21,196.0,3,1,1,311,Hibernating
1834.0,2024-09-09,6,11936.05,113.0,3,2,3,323,Hibernating
1835.0,2024-11-08,12,9271.470000000001,53.0,3,5,2,352,Potential Loyalists
1836.0,2024-04-04,9,16839.26,271.0,3,4,4,344,Loyal Customers
1837.0,2023-11-18,2,1765.1399999999999,409.0,3,1,1,311,Hibernating
1838.0,2024-09-05,9,10075.76,117.0,3,4,2,342,Potential Loyalists
1839.0,2024-11-20,6,6160.52,41.0,3,2,1,321,Hibernating
1840.0,2024-11-04,2,902.5899999999999,57.0,3,1,1,311,Hibernating
1841.0,2024-07-14,6,16815.24,170.0,3,2,4,324,Promising
1842.0,2024-10-04,5,3867.98,88.0,3,1,1,311,Hibernating
1843.0,2024-09-09,7,9208.44,113.0,3,3,2,332,Potential Loyalists
1844.0,2024-03-20,9,15239.07,286.0,3,4,4,344,Loyal Customers
1845.0,2024-11-11,8,27924.95,50.0,3,3,5,335,Loyal Customers
1846.0,2024-10-14,10,20069.37,78.0,3,5,4,354,Loyal Customers
1847.0,2024-10-05,7,11179.76,87.0,3,3,3,333,Potential Loyalists
1848.0,2024-09-30,11,28795.25,92.0,3,5,5,355,Loyal Customers
1849.0,2024-11-07,6,19735.14,54.0,3,2,4,324,Promising
1850.0,2024-09-19,9,19049.14,103.0,3,4,4,344,Loyal Customers
1851.0,2024-04-14,10,19391.78,261.0,3,5,4,354,Loyal Customers
1852.0,2023-11-12,5,20045.350000000002,415.0,3,1,4,314,Hibernating
1853.0,2024-11-28,12,24029.15,33.0,3,5,5,355,Loyal Customers
1854.0,2024-09-25,8,7662.92,97.0,3,3,2,332,Potential Loyalists
1855.0,2024-11-13,6,6467.7,48.0,3,2,1,321,Hibernating
1856.0,2024-07-07,6,5442.62,177.0,3,2,1,321,Hibernating
1857.0,2024-12-22,12,26847.26,9.0,3,5,5,355,Loyal Customers
1858.0,2023-12-05,6,10085.77,392.0,3,2,2,322,Hibernating
1859.0,2024-12-01,9,18548.09,30.0,3,4,4,344,Loyal Customers
1860.0,2024-12-09,8,13958.65,22.0,3,3,3,333,Potential Loyalists
1861.0,2024-01-10,6,11852.66,356.0,3,2,3,323,Hibernating
1862.0,2024-03-10,8,13726.31,296.0,3,3,3,333,Potential Loyalists
1863.0,2024-01-02,10,11233.58,364.0,3,5,3,353,Potential Loyalists
1864.0,2024-11-29,11,124053.35,32.0,3,5,5,355,Loyal Customers
1865.0,2024-12-20,9,15102.24,11.0,3,4,4,344,Loyal Customers
1866.0,2024-09-03,8,51897.8,119.0,3,3,5,335,Loyal Customers
1867.0,2024-12-31,7,12037.92,0.0,3,3,3,333,Potential Loyalists
1868.0,2024-12-31,11,809207.2700000001,0.0,3,5,5,355,Loyal Customers
1869.0,2024-11-12,3,5534.53,49.0,3,1,1,311,Hibernating
1870.0,2024-07-26,12,19397.87,158.0,3,5,4,354,Loyal Customers
1871.0,2024-03-24,5,3568.92,282.0,3,1,1,311,Hibernating
1872.0,2024-10-08,4,7340.47,84.0,3,1,2,312,Hibernating
1873.0,2024-11-13,5,4272.0,48.0,3,1,1,311,Hibernating
1874.0,2024-10-18,7,16475.62,74.0,3,3,4,334,Loyal Customers
1875.0,2024-09-08,5,9759.9,114.0,3,1,2,312,Hibernating
1876.0,2024-12-02,12,23475.48,29.0,3,5,5,355,Loyal Customers
1877.0,2023-12-30,9,24035.7,367.0,3,4,5,345,Loyal Customers
1878.0,2024-07-02,15,19402.06,182.0,3,5,4,354,Loyal Customers
1879.0,2024-01-12,4,251642.3,354.0,3,1,5,315,Promising
1880.0,2024-04-08,8,7422.280000000001,267.0,3,3,2,332,Potential Loyalists
1881.0,2024-12-02,7,10620.74,29.0,3,3,3,333,Potential Loyalists
1882.0,2024-12-01,8,16944.37,30.0,3,3,4,334,Loyal Customers
1883.0,2024-12-02,12,22836.86,29.0,3,5,5,355,Loyal Customers
1884.0,2024-11-05,6,9634.11,56.0,3,2,2,322,Hibernating
1885.0,2024-12-27,12,13605.71,4.0,3,5,3,353,Potential Loyalists
1886.0,2023-12-26,5,18544.32,371.0,3,1,4,314,Hibernating
1887.0,2024-02-22,4,18799.54,313.0,3,1,4,314,Hibernating
1888.0,2024-12-21,9,8517.699999999999,10.0,3,4,2,342,Potential Loyalists
1889.0,2024-09-04,10,61492.490000000005,118.0,3,5,5,355,Loyal Customers
1890.0,2024-10-22,2,5846.41,70.0,3,1,1,311,Hibernating
1891.0,2024-09-09,10,19824.2,113.0,3,5,4,354,Loyal Customers
1892.0,2023-12-26,8,8235.07,371.0,3,3,2,332,Potential Loyalists
1893.0,2024-03-05,7,235973.69999999998,301.0,3,3,5,335,Loyal Customers
1894.0,2024-04-05,9,6407.01,270.0,3,4,1,341,Potential Loyalists
1895.0,2024-08-26,8,184174.68,127.0,3,3,5,335,Loyal Customers
1896.0,2024-12-10,10,135259.8,21.0,3,5,5,355,Loyal Customers
1897.0,2024-09-22,9,8705.62,100.0,3,4,2,342,Potential Loyalists
1898.0,2024-07-07,8,891947.6100000001,177.0,3,3,5,335,Loyal Customers
1899.0,2024-01-14,7,9575.300000000001,352.0,3,3,2,332,Potential Loyalists
1900.0,2024-06-23,12,28331.46,191.0,3,5,5,355,Loyal Customers
1901.0,2024-11-09,5,12107.58,52.0,3,1,3,313,Hibernating
1902.0,2024-09-20,6,21886.84,102.0,3,2,4,324,Promising
1903.0,2024-11-20,5,9423.199999999999,41.0,3,1,2,312,Hibernating
1904.0,2024-10-29,8,11145.52,63.0,3,3,3,333,Potential Loyalists
1905.0,2024-11-16,5,5905.7699999999995,45.0,3,1,1,311,Hibernating
1906.0,2024-05-03,9,15474.31,242.0,3,4,4,344,Loyal Customers
1907.0,2024-11-25,7,13865.14,36.0,3,3,3,333,Potential Loyalists
1908.0,2024-09-29,6,7719.62,93.0,3,2,2,322,Hibernating
1909.0,2024-10-13,8,11618.18,79.0,3,3,3,333,Potential Loyalists
1910.0,2024-12-13,8,13198.63,18.0,3,3,3,333,Potential Loyalists
1911.0,2024-10-27,4,1110.3200000000002,65.0,3,1,1,311,Hibernating
1912.0,2024-09-14,7,12406.23,108.0,3,3,3,333,Potential Loyalists
1913.0,2024-09-10,7,15934.359999999999,112.0,3,3,4,334,Loyal Customers
1914.0,2024-12-22,8,15655.75,9.0,3,3,4,334,Loyal Customers
1915.0,2024-11-11,11,14391.98,50.0,3,5,3,353,Potential Loyalists
1916.0,2024-08-08,8,6497.4800000000005,145.0,3,3,1,331,Potential Loyalists
1917.0,2024-12-19,7,23356.96,12.0,3,3,5,335,Loyal Customers
1918.0,2024-07-19,6,19538.82,165.0,3,2,4,324,Promising
1919.0,2024-12-18,12,15247.73,13.0,3,5,4,354,Loyal Customers
1920.0,2024-12-29,3,5527.02,2.0,3,1,1,311,Hibernating
1921.0,2024-02-19,4,3119.0,316.0,3,1,1,311,Hibernating
1922.0,2024-10-05,7,16010.83,87.0,3,3,4,334,Loyal Customers
1923.0,2023-06-15,1,591.69,565.0,3,1,1,311,Hibernating
1924.0,2024-10-07,11,14916.53,85.0,3,5,4,354,Loyal Customers
1925.0,2024-10-03,8,22163.75,89.0,3,3,5,335,Loyal Customers
1926.0,2024-09-14,8,17405.69,108.0,3,3,4,334,Loyal Customers
1927.0,2023-06-24,4,6242.91,556.0,3,1,1,311,Hibernating
1928.0,2024-12-06,7,7648.48,25.0,3,3,2,332,Potential Loyalists
1929.0,2024-12-17,5,5754.650000000001,14.0,3,1,1,311,Hibernating
1930.0,2024-04-16,8,6283.46,259.0,3,3,1,331,Potential Loyalists
1931.0,2022-12-05,5,2972.57,757.0,3,1,1,311,Hibernating
1932.0,2024-12-01,13,14414.72,30.0,3,5,3,353,Potential Loyalists
1933.0,2024-06-15,3,4359.41,199.0,3,1,1,311,Hibernating
1934.0,2024-07-19,5,10824.93,165.0,3,1,3,313,Hibernating
1935.0,2024-09-02,3,1012705.08,120.0,3,1,5,315,Promising
1936.0,2024-12-08,11,12847.35,23.0,3,5,3,353,Potential Loyalists
1937.0,2024-07-09,9,6849.9,175.0,3,4,2,342,Potential Loyalists
1938.0,2024-12-12,13,850615.3999999999,19.0,3,5,5,355,Loyal Customers
1939.0,2024-11-01,9,10026.65,60.0,3,4,2,342,Potential Loyalists
1940.0,2023-08-19,7,7781.620000000001,500.0,3,3,2,332,Potential Loyalists
1941.0,2023-09-28,7,9316.94,460.0,3,3,2,332,Potential Loyalists
1942.0,2024-05-20,5,18854.21,225.0,3,1,4,314,Hibernating
1943.0,2024-08-06,6,5768.01,147.0,3,2,1,321,Hibernating
1944.0,2024-03-18,11,27053.81,288.0,3,5,5,355,Loyal Customers
1945.0,2024-11-28,6,5239.56,33.0,3,2,1,321,Hibernating
1946.0,2024-08-03,3,4942.13,150.0,3,1,1,311,Hibernating
1947.0,2024-04-10,11,15813.25,265.0,3,5,4,354,Loyal Customers
1948.0,2024-08-08,11,92313.68,145.0,3,5,5,355,Loyal Customers
1949.0,2024-04-25,10,685724.0800000001,250.0,3,5,5,355,Loyal Customers
1950.0,2024-07-28,6,174594.87,156.0,3,2,5,325,Promising
1951.0,2023-05-28,7,5596.12,583.0,3,3,1,331,Potential Loyalists
1952.0,2024-05-24,6,6807.2,221.0,3,2,2,322,Hibernating
1953.0,2024-11-20,11,354544.42000000004,41.0,3,5,5,355,Loyal Customers
1954.0,2024-11-17,9,56674.34,44.0,3,4,5,345,Loyal Customers
1955.0,2024-10-20,8,4878.54,72.0,3,3,1,331,Potential Loyalists
1956.0,2024-09-19,7,30601.899999999998,103.0,3,3,5,335,Loyal Customers
1957.0,2024-07-29,7,595654.18,155.0,3,3,5,335,Loyal Customers
1958.0,2024-11-17,10,11479.539999999999,44.0,3,5,3,353,Potential Loyalists
1959.0,2023-03-30,6,11216.21,642.0,3,2,3,323,Hibernating
1960.0,2024-10-10,8,7107.55,82.0,3,3,2,332,Potential Loyalists
1961.0,2024-03-21,1,399.11,285.0,3,1,1,311,Hibernating
1962.0,2024-03-27,3,11312.6,279.0,3,1,3,313,Hibernating
1963.0,2024-10-29,5,8852.59,63.0,3,1,2,312,Hibernating
1964.0,2024-04-22,11,21768.2,253.0,3,5,4,354,Loyal Customers
1965.0,2024-08-26,5,3921.7000000000003,127.0,3,1,1,311,Hibernating
1966.0,2024-07-13,9,19634.69,171.0,3,4,4,344,Loyal Customers
1967.0,2023-08-09,6,11587.93,510.0,3,2,3,323,Hibernating
1968.0,2024-12-22,8,23581.16,9.0,3,3,5,335,Loyal Customers
1969.0,2024-07-28,10,13166.95,156.0,3,5,3,353,Potential Loyalists
1970.0,2024-02-22,5,8958.57,313.0,3,1,2,312,Hibernating
1971.0,2024-08-25,10,20892.82,128.0,3,5,4,354,Loyal Customers
1972.0,2024-10-13,6,16735.43,79.0,3,2,4,324,Promising
1973.0,2024-11-24,7,10570.369999999999,37.0,3,3,3,333,Potential Loyalists
1974.0,2024-01-12,5,5595.650000000001,354.0,3,1,1,311,Hibernating
1975.0,2023-11-08,12,15711.09,419.0,3,5,4,354,Loyal Customers
1976.0,2024-12-05,7,9916.460000000001,26.0,3,3,2,332,Potential Loyalists
1977.0,2024-12-14,7,13855.72,17.0,3,3,3,333,Potential Loyalists
1978.0,2023-10-23,8,10746.24,435.0,3,3,3,333,Potential Loyalists
1979.0,2024-04-06,6,16477.22,269.0,3,2,4,324,Promising
1980.0,2024-10-04,10,31638.56,88.0,3,5,5,355,Loyal Customers
1981.0,2024-12-31,5,6705.31,0.0,3,1,2,312,Hibernating
1982.0,2024-10-21,5,6318.74,71.0,3,1,1,311,Hibernating
1983.0,2024-07-03,11,10006.07,181.0,3,5,2,352,Potential Loyalists
1984.0,2024-02-07,8,47805.17,328.0,3,3,5,335,Loyal Customers
1985.0,2024-12-18,5,13723.26,13.0,3,1,3,313,Hibernating
1986.0,2024-04-27,5,5765.22,248.0,3,1,1,311,Hibernating
1987.0,2023-10-28,8,150936.93000000002,430.0,3,3,5,335,Loyal Customers
1988.0,2023-12-25,7,11141.65,372.0,3,3,3,333,Potential Loyalists
1989.0,2024-08-22,6,404991.08,131.0,3,2,5,325,Promising
1990.0,2024-11-22,7,9843.17,39.0,3,3,2,332,Potential Loyalists
1991.0,2024-04-17,9,14898.380000000001,258.0,3,4,4,344,Loyal Customers
1992.0,2022-08-25,7,6638.389999999999,859.0,3,3,2,332,Potential Loyalists
1993.0,2024-12-30,9,12937.74,1.0,3,4,3,343,Potential Loyalists
1994.0,2024-08-16,6,5567.05,137.0,3,2,1,321,Hibernating
1995.0,2024-06-10,9,15824.15,204.0,3,4,4,344,Loyal Customers
1996.0,2024-09-17,6,12771.24,105.0,3,2,3,323,Hibernating
1997.0,2024-07-28,7,14877.08,156.0,3,3,4,334,Loyal Customers
1998.0,2024-06-23,10,14311.19,191.0,3,5,3,353,Potential Loyalists
1999.0,2024-02-21,6,10413.34,314.0,3,2,3,323,Hibernating
2000.0,2024-04-06,6,4476.22,269.0,3,2,1,321,Hibernating
2001.0,2023-06-23,6,415146.95,557.0,3,2,5,325,Promising
2002.0,2024-06-24,6,8547.89,190.0,3,2,2,322,Hibernating
2003.0,2024-07-27,12,12696.35,157.0,3,5,3,353,Potential Loyalists
2004.0,2023-07-28,5,6472.25,522.0,3,1,1,311,Hibernating
2005.0,2024-03-05,7,346941.5,301.0,3,3,5,335,Loyal Customers
2006.0,2024-12-26,9,20499.24,5.0,3,4,4,344,Loyal Customers
2007.0,2024-12-06,7,14624.18,25.0,3,3,4,334,Loyal Customers
2008.0,2024-04-15,5,8143.94,260.0,3,1,2,312,Hibernating
2009.0,2024-08-17,7,11423.96,136.0,3,3,3,333,Potential Loyalists
2010.0,2024-06-08,6,8590.86,206.0,3,2,2,322,Hibernating
2011.0,2024-11-21,8,28217.04,40.0,3,3,5,335,Loyal Customers
2012.0,2022-06-16,1,2353.35,929.0,3,1,1,311,Hibernating
2013.0,2024-12-21,6,35723.92,10.0,3,2,5,325,Promising
