item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
89965,81937,4,2,2107.04,0.2174,3297.94
89966,29534,434,2,167.16,0.1175,295.04
89967,94982,410,2,525.25,0.0,1050.5
89968,70513,4,2,809.6775,0.0,1619.36
89969,78080,17,1,131.87,0.0,131.87
89970,25503,280,3,22.96,0.0845,63.06
89971,25358,131,1,4.49,0.3242,3.03
89972,30789,365,1,9.46,0.3781,5.88
89973,60520,124,1,867.57,0.1836,708.28
89974,28346,175,1,33.76,0.3039,23.5
89975,87711,255,6,543.12,0.0,3258.72
89976,37506,68,1,620.42,0.0,620.42
89977,60127,246,2,136.72,0.0,273.44
89978,62352,279,2,707.36,0.0,1414.72
89979,40435,1,1,38.29,0.3118,26.35
89980,40306,299,1,1.72,0.0,1.72
89981,9135,205,4,144.98,0.2506,434.59
89982,58468,271,3,28.4,0.0,85.2
89983,80692,394,4,128.09,0.3302,343.18
89984,57726,204,5,41.86,0.0,209.3
89985,58988,360,2,215.55,0.0,431.1
89986,68177,285,1,30.12,0.1019,27.05
89987,15580,207,1,22.03,0.0,22.03
89988,76509,141,1,198462.0,0.0,198462.0
89989,91389,163,2,6.43,0.0,12.86
89990,33083,132,1,505.99,0.1495,430.34
89991,25244,221,1,93.81,0.0,93.81
89992,65252,443,1,96.89,0.0,96.89
89993,24081,294,1,320.68,0.0,320.68
89994,89279,175,1,33.76,0.0371,32.51
89995,9473,20,1,516.69,0.1297,449.68
89996,46836,73,2,233.93,0.1647,390.8
89997,94580,340,2,552.33,0.0,1104.66
89998,49355,311,1,874.88,0.3716,549.77
89999,72744,463,1,582.21,0.0,582.21
90000,98006,420,3,38.0,0.0,114.0
90001,27620,34,3,1038.4,0.2405,2365.99
90002,4392,376,4,76.56,0.2514,229.25
90003,11774,130,1,531.27,0.0,531.27
90004,51516,414,1,24.78,0.3649,15.74
90005,51697,481,2,28.75,0.0,57.5
90006,19417,128,2,129.7,0.0,259.4
90007,74215,144,4,275.6,0.0,1102.4
90008,62277,307,1,102.77,0.2706,74.96
90009,98151,154,1,20.24,0.0,20.24
90010,27749,198,2,62.6,0.0,125.2
90011,53100,470,1,12.56,0.0,12.56
90012,25077,301,1,440.84,0.1269,384.9
90013,55451,285,1,30.12,0.0,30.12
90014,727,139,1,8.92,0.2747,6.47
90015,92816,154,3,20.24,0.0004,60.7
90016,63193,125,2,653.54,0.0658,1221.07
90017,2065,229,1,99.56,0.0,99.56
90018,92294,55,1,25.27,0.0,25.27
90019,60932,65,1,75.65,0.2116,59.64
90020,43661,275,3,650.9,0.2994,1368.06
90021,49226,162,1,227.17,0.0,227.17
90022,98102,333,1,280.89,0.0,280.89
90023,96167,402,1,1152.82,0.2032,918.57
90024,97017,266,2,165.08,0.0,330.16
90025,25650,417,2,150.1,0.0,300.2
90026,70066,380,2,20.0,0.3754,24.98
90027,60551,164,5,113.47,0.0,567.35
90028,22119,109,3,221.78,0.2478,500.47
90029,47999,79,1,721.05,0.348,470.12
90030,53217,447,4,152.3,0.0,609.2
90031,57784,134,1,726.94,0.0,726.94
90032,34649,442,3,72.67,0.0,218.01
90033,87526,448,1,94.53,0.0,94.53
90034,40257,179,1,97.72,0.0,97.72
90035,39268,117,3,2046.81,0.2438,4643.39
90036,10518,52,2,40.54,0.2196,63.27
90037,88734,269,1,52.63,0.0,52.63
90038,28642,53,1,119.99,0.0,119.99
90039,30668,476,1,45.91,0.37,28.92
90040,65293,270,3,404.33,0.0,1212.99
90041,16441,348,1,238.62,0.0,238.62
90042,50711,288,1,833.14,0.0,833.14
90043,14680,363,1,53.48,0.0,53.48
90044,16723,307,1,102.77,0.0,102.77
90045,1519,362,3,25.64,0.1368,66.4
90046,82278,22,1,10.37,0.0,10.37
90047,36789,428,1,140.81,0.0,140.81
90048,21694,55,2,25.27,0.152,42.86
90049,42409,133,4,587.57,0.0,2350.28
90050,70928,417,1,150.1,0.0,150.1
90051,581,32,3,137.8,0.0,413.4
90052,38406,342,1,50.22,0.0,50.22
90053,8841,66,2,472.2,0.0,944.4
90054,6415,450,3,766.0,0.3974,1384.77
90055,78306,373,2,44.46,0.0,88.92
90056,18764,245,1,44.21,0.3702,27.84
90057,82787,245,2,44.21,0.0,88.42
90058,85258,456,2,127.92,0.3305,171.28
90059,36288,398,1,261.25,0.0,261.25
90060,14216,469,4,16.58,0.3849,40.79
90061,36281,27,1,41.95,0.2606,31.02
90062,5675,55,4,25.27,0.0,101.08
90063,34432,117,1,2046.81,0.0,2046.81
90064,11169,437,1,632.42,0.0,632.42
90065,32750,208,2,12.44,0.0,24.88
90066,23100,195,1,147.98,0.0,147.98
90067,54843,56,5,35.41,0.0,177.05
90068,59885,447,1,152.3,0.2772,110.08
90069,58183,294,5,320.68,0.2311,1232.85
90070,87672,453,1,21.45,0.3756,13.39
90071,77941,136,3,644.31,0.1631,1617.67
90072,27337,82,2,695.53,0.0891,1267.12
90073,53254,291,1,308.48,0.0,308.48
90074,55107,298,2,1887.92,0.0544,3570.43
90075,93340,54,6,1004.99,0.0462,5751.36
90076,85068,445,1,270.25,0.0,270.25
90077,53759,273,1,832.74,0.0,832.74
90078,66662,91,5,93.33,0.0,466.65
90079,1331,219,3,614.85,0.0,1844.55
90080,53792,459,5,28.17,0.0,140.85
90081,73303,74,1,60.71,0.2817,43.61
90082,82462,451,3,49.91,0.0,149.73
90083,14251,476,4,45.91,0.309,126.9
90084,92283,365,1,9.46,0.3966,5.71
90085,10697,385,3,195.19,0.0,585.57
90086,85527,424,1,27.37,0.0,27.37
90087,42076,321,2,37.26,0.0,74.52
90088,52989,205,1,144.98,0.1323,125.8
90089,87264,16,1,525.66,0.0,525.66
90090,66972,60,5,630.7,0.0,3153.5
90091,27805,3,1,51.15,0.0,51.15
90092,58924,414,5,24.78,0.0,123.9
90093,96391,41,1,345.59,0.0804,317.8
90094,36911,5,1,557.15,0.0,557.15
90095,65112,317,1,50.63,0.0,50.63
90096,19980,258,1,215.24,0.0,215.24
90097,98541,485,1,42.49,0.113,37.69
90098,68707,81,2,28.49,0.0,56.98
90099,17584,282,4,105.09,0.3703,264.7
90100,31604,83,1,708.88,0.0862,647.77
90101,64253,207,1,22.03,0.0,22.03
90102,51095,113,2,35.35,0.0,70.7
90103,4486,57,5,115.66,0.0,578.3
90104,72423,208,4,12.44,0.0313,48.2
90105,45964,64,2,42.42,0.0,84.84
90106,71250,468,1,203.29,0.359,130.31
90107,89574,366,1,55.75,0.0,55.75
90108,5375,97,1,67.12,0.373,42.08
90109,77481,222,4,17.01,0.0,68.04
90110,47190,137,3,21.55,0.0,64.65
90111,65382,192,6,94.98,0.0,569.88
90112,91063,301,2,440.84,0.0,881.68
90113,98333,436,4,86.14,0.0,344.56
90114,56780,265,1,31.17,0.0,31.17
90115,68585,46,1,95.16,0.0,95.16
90116,58644,363,2,53.48,0.0,106.96
90117,97662,486,1,106.78,0.0162,105.05
90118,51042,230,1,228.02,0.0,228.02
90119,76622,14,2,378.66,0.0,757.32
90120,58502,220,1,80.56,0.1351,69.68
90121,49752,274,2,117.79,0.0,235.58
90122,20143,48,1,340.4,0.0,340.4
90123,43867,199,4,83.3,0.0,333.2
90124,22943,302,1,198.12,0.0,198.12
90125,34425,87,5,1946.42,0.0,9732.1
90126,80008,144,1,275.6,0.0,275.6
90127,35249,244,2,349.62,0.3608,446.95
90128,60553,330,1,270.83,0.0,270.83
90129,93718,360,1,215.55,0.3554,138.94
90130,59000,364,1,159.19,0.0041,158.54
90131,79299,197,1,22.43,0.0,22.43
90132,58217,21,1,297.89,0.0,297.89
90133,7045,318,2,184.32,0.2993,258.31
90134,48947,310,5,56.02,0.1715,232.06
90135,68931,75,1,1815.37,0.0,1815.37
90136,81798,146,1,57.51,0.288,40.95
90137,37856,173,2,205.0,0.0,410.0
90138,37424,87,1,1946.42,0.0,1946.42
90139,65163,137,2,21.55,0.0,43.1
90140,97383,192,2,94.98,0.3118,130.73
90141,35970,291,2,308.48,0.2041,491.04
90142,67188,485,3,42.49,0.1627,106.73
90143,58500,361,1,1384.39,0.0,1384.39
90144,31003,380,1,20.0,0.0,20.0
90145,99371,224,1,1523.23,0.0,1523.23
90146,45286,236,1,32.17,0.0,32.17
90147,66077,269,2,52.63,0.0587,99.08
90148,9201,63,1,2.0,0.0,2.0
90149,26271,155,1,36.99,0.393,22.45
90150,56638,419,1,498.65,0.0,498.65
90151,50217,357,2,28.12,0.0,56.24
90152,63413,8,2,816.54,0.2143,1283.11
90153,87099,338,1,134.08,0.0,134.08
90154,8799,122,1,162.72,0.1175,143.6
90155,37202,412,5,726.79,0.1025,3261.47
90156,94174,303,2,1877.75,0.0,3755.5
90157,25023,240,5,29.25,0.057,137.91
90158,35321,276,1,279.2,0.0,279.2
90159,5938,369,2,544.13,0.0,1088.26
90160,36802,359,1,161.22,0.0,161.22
90161,70246,209,1,67.89,0.1277,59.22
90162,62492,64,1,42.42,0.0,42.42
90163,98888,10,1,1069.43,0.1523,906.56
90164,95888,95,1,20.93,0.0,20.93
90165,95421,371,1,2.24,0.0,2.24
90166,72853,459,1,28.17,0.0083,27.94
90167,53354,442,4,72.67,0.0,290.68
90168,34189,388,3,292.93,0.0,878.79
90169,84188,481,2,28.75,0.0,57.5
90170,31052,374,3,33.72,0.1451,86.48
90171,23442,471,1,66.74,0.0,66.74
90172,9672,254,1,31.84,0.0,31.84
90173,79988,207,1,22.03,0.0,22.03
90174,77810,168,1,147.95,0.3164,101.14
90175,28538,52,2,40.54,0.0,81.08
90176,76708,114,1,16.42,0.0,16.42
90177,12722,384,2,308.52,0.0,617.04
90178,34581,29,3,3.94,0.0,11.82
90179,80741,410,1,525.25,0.274,381.33
90180,70120,13,1,631.67,0.0,631.67
90181,17060,8,2,816.54,0.0,1633.08
90182,97665,361,3,1384.39,0.0,4153.17
90183,51727,497,3,426.98,0.0,1280.94
90184,64160,144,1,275.6,0.3719,173.1
90185,49863,191,6,1359.9,0.0,8159.4
90186,28908,58,1,585.76,0.151,497.31
90187,81029,300,2,26.98,0.3124,37.1
90188,25843,33,1,79.61,0.0,79.61
90189,86526,414,2,24.78,0.0,49.56
90190,26243,225,2,156.68,0.0,313.36
90191,90187,331,5,0.92,0.0811,4.23
90192,27846,114,3,16.42,0.0776,45.44
90193,36732,154,3,20.24,0.0,60.72
90194,21929,417,2,150.1,0.0,300.2
90195,10685,495,2,430.2,0.0,860.4
90196,507,42,1,268.79,0.0,268.79
90197,12551,133,1,587.57,0.0934,532.69
90198,44550,142,1,36.52,0.0,36.52
90199,87656,215,4,7.21,0.3928,17.51
90200,88177,376,4,76.56,0.3902,186.75
90201,98166,50,1,81.45,0.2333,62.45
90202,11343,389,1,408.79,0.2001,326.99
90203,87598,102,2,107.29,0.0,214.58
90204,72610,428,3,140.81,0.0,422.43
90205,45179,209,4,67.89,0.0,271.56
90206,74747,207,1,22.03,0.0,22.03
90207,29864,491,1,322.69,0.2785,232.82
90208,61546,248,2,157.45,0.0,314.9
90209,97439,482,3,42.26,0.0,126.78
90210,86052,201,2,25.26,0.0,50.52
90211,32672,377,1,70.44,0.0,70.44
90212,71225,223,1,308.21,0.0754,284.97
90213,31328,179,1,97.72,0.0011,97.61
90214,71521,5,1,557.15,0.1437,477.09
90215,96268,58,2,585.76,0.3924,711.82
90216,57893,170,1,57.5,0.0664,53.68
90217,14099,137,1,21.55,0.0,21.55
90218,25330,203,1,325.7,0.0,325.7
90219,80317,291,1,308.48,0.0,308.48
90220,13308,400,3,322.86,0.0,968.58
90221,39515,302,5,198.12,0.2287,764.05
90222,60985,217,6,514.96,0.0138,3047.12
90223,6511,356,1,5.98,0.0,5.98
90224,60944,324,1,700.97,0.0,700.97
90225,11042,72,1,9.05,0.0,9.05
90226,75516,59,2,150.1,0.0,300.2
90227,75507,112,2,274.66,0.0077,545.09
90228,86418,16,2,525.66,0.0,1051.32
90229,25405,218,2,32.09,0.0,64.18
90230,73813,276,1,279.2,0.0,279.2
90231,13205,352,2,79.94,0.3703,100.68
90232,65448,247,1,407.18,0.0,407.18
90233,5790,7,1,849.31,0.0,849.31
90234,78719,19,2,224.73,0.0,449.46
90235,38025,421,1,55.33,0.0,55.33
90236,46407,278,2,52.11,0.0,104.22
90237,75131,175,2,33.76,0.0,67.52
90238,9309,189,1,418.32,0.0,418.32
90239,79806,183,1,147.32,0.0,147.32
90240,28420,5,1,557.15,0.0352,537.54
90241,83068,491,4,322.69,0.0,1290.76
90242,93198,264,3,46.43,0.138,120.07
90243,87574,382,4,35.12,0.0769,129.68
90244,81599,117,4,2046.81,0.3951,4952.46
90245,73258,142,3,36.52,0.0,109.56
90246,28477,32,2,137.8,0.0,275.6
90247,54527,65,2,75.65,0.0,151.3
90248,51750,67,1,80.04,0.0,80.04
90249,29355,290,1,170.91,0.1512,145.07
90250,203,95,2,20.93,0.0577,39.44
90251,33917,484,3,42.69,0.1437,109.67
90252,55720,34,2,1038.4,0.2126,1635.27
90253,60411,123,2,122.29,0.1465,208.75
90254,94315,486,4,106.78,0.0,427.12
90255,8618,405,1,231.59,0.0661,216.28
90256,89578,149,1,269.97,0.0,269.97
90257,82916,10,2,1069.43,0.235,1636.23
90258,87053,257,1,56.5,0.0,56.5
90259,90722,405,1,231.59,0.2792,166.93
90260,26292,3,1,51.15,0.0,51.15
90261,40892,302,4,198.12,0.2803,570.35
90262,61837,248,2,157.45,0.0,314.9
90263,60461,296,4,6.8,0.0,27.2
90264,83113,82,3,695.53,0.0,2086.59
90265,73555,173,1,205.0,0.0,205.0
90266,65192,206,3,584.41,0.0,1753.23
90267,78962,443,2,96.89,0.2277,149.66
90268,33080,316,3,133.94,0.0,401.82
90269,42537,361,2,1384.39,0.0,2768.78
90270,99279,159,3,18.65,0.0349,54.0
90271,61416,489,1,240.56,0.1955,193.53
90272,73458,474,2,27.94,0.3795,34.67
90273,68630,141,4,198462.0,0.0748,734468.17
90274,99732,368,5,201.98,0.0,1009.9
90275,95727,258,4,215.24,0.0,860.96
90276,39002,420,1,38.0,0.0,38.0
90277,37348,490,1,401.99,0.0912,365.33
90278,12792,61,2,17.22,0.0539,32.58
90279,9833,478,1,196.2,0.0,196.2
90280,20322,264,2,46.43,0.0565,87.61
90281,20230,387,2,26.21,0.0,52.42
90282,27855,210,4,535.87,0.0,2143.48
90283,54929,357,1,28.12,0.128,24.52
90284,7323,81,3,28.49,0.2172,66.91
90285,91556,444,1,474.03,0.0,474.03
90286,94862,233,4,10.62,0.2882,30.24
90287,73383,220,2,80.56,0.0,161.12
90288,94547,189,1,418.32,0.0,418.32
90289,17834,413,2,113.19,0.0,226.38
90290,23661,98,2,178.97,0.3597,229.19
90291,22675,215,2,7.21,0.0,14.42
90292,56638,49,3,25.19,0.2097,59.72
90293,88838,222,4,17.01,0.0,68.04
90294,34543,372,1,139.37,0.3716,87.58
90295,43871,18,1,20.75,0.0,20.75
90296,45861,343,1,60.27,0.0,60.27
90297,29485,478,4,196.2,0.223,609.79
90298,77217,147,2,89.03,0.1381,153.47
90299,56830,39,1,1626.46,0.2568,1208.79
90300,44811,423,1,114.5,0.2426,86.72
90301,65662,294,5,320.68,0.13,1394.96
90302,76019,45,4,1016.27,0.0,4065.08
90303,78214,172,2,288.24,0.0,576.48
90304,94799,326,4,280.14,0.0,1120.56
90305,41916,475,1,124.56,0.3076,86.25
90306,26470,134,1,726.94,0.0,726.94
90307,3198,127,1,2.47,0.1891,2.0
90308,15826,251,1,55.96,0.1609,46.96
90309,48668,237,1,65.61,0.0,65.61
90310,81190,281,5,162.32,0.1916,656.1
90311,90980,163,1,6.43,0.0,6.43
90312,34618,379,1,279.21,0.0,279.21
90313,88589,163,1,6.43,0.2273,4.97
90314,46967,54,2,1004.99,0.2524,1502.66
90315,13634,401,4,2034.71,0.0,8138.84
90316,23882,387,3,26.21,0.299,55.12
90317,18698,352,1,79.94,0.0,79.94
90318,97033,238,4,262.5,0.0,1050.0
90319,10830,499,2,13.2,0.0,26.4
90320,82509,482,1,42.26,0.0682,39.38
90321,18951,242,1,690.9,0.0338,667.55
90322,26771,425,4,487.51,0.0,1950.04
90323,79680,191,2,1359.9,0.3346,1809.75
90324,7785,97,2,67.12,0.0,134.24
90325,35867,381,3,656.11,0.0,1968.33
90326,3874,359,5,161.22,0.0858,736.94
90327,11827,435,1,189.25,0.0,189.25
90328,62494,468,3,203.29,0.0,609.87
90329,37137,79,3,721.05,0.3091,1494.52
90330,74485,278,1,52.11,0.0,52.11
90331,19635,18,2,20.75,0.1437,35.54
90332,65318,135,1,15.49,0.0,15.49
90333,45224,55,1,25.27,0.2431,19.13
90334,58656,420,4,38.0,0.0,152.0
90335,2486,67,4,80.04,0.1973,256.99
90336,71383,212,2,178.9,0.0477,340.73
90337,93812,188,2,215.71,0.0,431.42
90338,31770,62,1,30.78,0.0,30.78
90339,64273,83,4,708.88,0.0,2835.52
90340,9597,445,2,270.25,0.3174,368.95
90341,23074,105,5,12.04,0.0,60.2
90342,86903,17,2,131.87,0.2892,187.47
90343,83224,185,1,158.82,0.1899,128.66
90344,33345,147,2,89.03,0.0,178.06
90345,807,113,4,35.35,0.0881,128.94
90346,81632,37,1,702.36,0.285,502.19
90347,84969,73,1,233.93,0.0948,211.75
90348,21910,157,1,40.38,0.0,40.38
90349,78644,95,1,20.93,0.2475,15.75
90350,84192,175,1,33.76,0.0,33.76
90351,82620,335,1,7.27,0.0,7.27
90352,26581,481,1,28.75,0.0,28.75
90353,33528,79,1,721.05,0.0,721.05
90354,40361,400,3,322.86,0.0,968.58
90355,67940,259,3,1023.5,0.0058,3052.69
90356,65319,217,6,514.96,0.2982,2168.39
90357,65735,146,2,57.51,0.3226,77.91
90358,49734,167,5,203.64,0.201,813.54
90359,31835,485,1,42.49,0.0,42.49
90360,85957,351,2,1053.24,0.2805,1515.61
90361,48039,317,1,50.63,0.0,50.63
90362,15585,387,2,26.21,0.0,52.42
90363,9840,110,3,226.53,0.0857,621.35
90364,43653,224,1,1523.23,0.1655,1271.14
90365,33758,273,1,832.74,0.0,832.74
90366,18263,339,2,11.24,0.2389,17.11
90367,30664,293,4,867.07,0.0,3468.28
90368,48973,383,1,16.66,0.0,16.66
90369,17700,327,3,17.13,0.3674,32.51
90370,12634,131,1,4.49,0.1799,3.68
90371,47307,444,1,474.03,0.0,474.03
90372,29351,306,1,1318.32,0.0819,1210.35
90373,77192,84,1,330.41,0.0,330.41
90374,58955,438,2,51.53,0.0,103.06
90375,68608,15,1,192.74,0.0,192.74
90376,36902,282,2,105.09,0.1543,177.75
90377,95192,240,3,29.25,0.0,87.75
90378,21324,141,2,198462.0,0.0,396924.0
90379,33814,136,1,644.31,0.0,644.31
90380,71014,120,2,1861.48,0.3062,2582.99
90381,28403,304,4,306.68,0.0,1226.72
90382,8721,184,1,78.87,0.0,78.87
90383,47099,96,1,16.29,0.0,16.29
90384,99436,331,4,0.92,0.0,3.68
90385,19098,220,1,80.56,0.0778,74.29
90386,30789,444,4,474.03,0.0,1896.12
90387,20409,312,1,71.49,0.0,71.49
90388,7391,104,3,23.18,0.0,69.54
90389,53930,308,2,427.59,0.0,855.18
90390,24742,452,1,256.17,0.2978,179.88
90391,37256,406,1,365.74,0.0,365.74
90392,27522,398,2,261.25,0.0683,486.81
90393,34013,33,1,79.61,0.1879,64.65
90394,61071,74,5,60.71,0.0777,279.96
90395,3239,159,3,18.65,0.1489,47.62
90396,9830,222,2,17.01,0.0,34.02
90397,15949,51,2,290.99,0.0,581.98
90398,44167,465,1,73.02,0.3936,44.28
90399,30125,215,1,7.21,0.0,7.21
90400,36137,242,1,690.9,0.2506,517.76
90401,34683,13,1,631.67,0.1194,556.25
90402,70150,408,6,29.35,0.0,176.1
90403,70302,303,2,1877.75,0.1168,3316.86
90404,47969,239,1,30.56,0.085,27.96
90405,97685,85,4,54.49,0.0,217.96
90406,69323,319,1,51.37,0.0,51.37
90407,46318,357,1,28.12,0.1163,24.85
90408,52678,227,2,238.22,0.0,476.44
90409,42682,429,1,270.55,0.3732,169.58
90410,5665,497,5,426.98,0.0,2134.9
90411,44896,36,3,51.85,0.2771,112.45
90412,57367,402,1,1152.82,0.2516,862.77
90413,86910,20,1,516.69,0.0,516.69
90414,80157,331,2,0.92,0.0,1.84
90415,53336,23,2,192.61,0.2525,287.95
90416,43811,449,1,482.52,0.0,482.52
90417,52928,266,5,165.08,0.0,825.4
90418,46344,146,1,57.51,0.0,57.51
90419,54477,436,1,86.14,0.2689,62.98
90420,59710,260,4,1293.2,0.0,5172.8
90421,13323,221,2,93.81,0.0,187.62
90422,60891,342,1,50.22,0.1189,44.25
90423,16759,13,3,631.67,0.1859,1542.73
90424,93665,129,2,220.96,0.0,441.92
90425,81025,240,1,29.25,0.0,29.25
90426,30545,306,1,1318.32,0.0,1318.32
90427,24590,159,1,18.65,0.0,18.65
90428,37479,232,1,365.18,0.2057,290.06
90429,92145,99,1,44.16,0.0,44.16
90430,49365,100,4,103.93,0.0,415.72
90431,44521,364,5,159.19,0.1793,653.24
90432,75358,264,3,46.43,0.0,139.29
90433,54393,189,1,418.32,0.345,274.0
90434,51012,107,2,1317.67,0.0,2635.34
90435,14519,272,6,38.7,0.0,232.2
90436,78140,420,3,38.0,0.0,114.0
90437,23447,244,3,349.62,0.0,1048.86
90438,104,282,2,105.09,0.0,210.18
90439,16034,461,4,9.98,0.0,39.92
90440,26500,12,2,41.1,0.0,82.2
90441,39272,479,2,97.04,0.118,171.18
90442,21652,235,1,155.75,0.3171,106.36
90443,43973,272,1,38.7,0.1464,33.03
90444,6537,495,2,430.2,0.3144,589.89
90445,71555,287,1,21.21,0.0,21.21
90446,91978,167,4,203.64,0.0,814.56
90447,63229,203,1,325.7,0.0,325.7
90448,72724,166,2,18.04,0.0,36.08
90449,99810,229,5,99.56,0.0613,467.28
90450,61181,359,3,161.22,0.2797,348.38
90451,2938,270,1,404.33,0.361,258.37
90452,73730,251,1,55.96,0.285,40.01
90453,98826,257,3,56.5,0.3055,117.72
90454,99171,395,2,19.16,0.3692,24.17
90455,2720,316,1,133.94,0.3243,90.5
90456,51392,18,2,20.75,0.0,41.5
90457,36923,328,2,330.59,0.0,661.18
90458,39964,186,2,118.15,0.0,236.3
90459,45714,175,1,33.76,0.1659,28.16
90460,90420,28,2,50.77,0.0476,96.71
90461,451,98,3,178.97,0.0,536.91
90462,3384,465,1,73.02,0.3388,48.28
90463,5406,426,2,849.19,0.1275,1481.84
90464,83034,172,5,288.24,0.1988,1154.69
90465,86491,295,1,143.56,0.0,143.56
90466,77857,253,5,29.54,0.0,147.7
90467,387,67,1,80.04,0.1155,70.8
90468,91103,453,3,21.45,0.0,64.35
90469,87044,63,4,2.0,0.243,6.06
90470,68433,371,3,2.24,0.0,6.72
90471,18155,25,1,442.62,0.0,442.62
90472,33150,435,1,189.25,0.0,189.25
90473,93835,352,1,79.94,0.0,79.94
90474,63541,122,1,162.72,0.2268,125.82
90475,56978,87,1,1946.42,0.0,1946.42
90476,91043,123,1,122.29,0.3891,74.71
90477,22499,12,1,41.1,0.3486,26.77
90478,98127,409,1,45.93,0.2732,33.38
90479,88326,312,4,71.49,0.2634,210.64
90480,53196,206,1,584.41,0.0,584.41
90481,26220,19,1,224.73,0.3149,153.96
90482,12574,332,3,532.05,0.0622,1496.87
90483,97239,190,3,173.86,0.0,521.58
90484,42249,206,1,584.41,0.0,584.41
90485,30654,136,1,644.31,0.0762,595.21
90486,46787,403,2,41.5,0.0,83.0
90487,97879,284,2,117.13,0.0,234.26
90488,63353,468,2,203.29,0.0,406.58
90489,40014,254,2,31.84,0.0,63.68
90490,32949,429,2,270.55,0.1529,458.37
90491,63780,198,1,62.6,0.0625,58.69
90492,58665,119,3,399.55,0.1734,990.8
90493,11578,333,2,280.89,0.0371,540.94
90494,46528,250,1,38.69,0.0196,37.93
90495,89442,89,5,47.07,0.0,235.35
90496,44207,419,3,498.65,0.0,1495.95
90497,30232,485,4,42.49,0.0,169.96
90498,71271,105,1,12.04,0.3761,7.51
90499,41740,331,1,0.92,0.3499,0.6
90500,87927,39,1,1626.46,0.2348,1244.57
90501,15803,292,1,40.28,0.0,40.28
90502,44883,500,5,140.32,0.0043,698.58
90503,90991,155,1,36.99,0.0,36.99
90504,29790,91,2,93.33,0.0,186.66
90505,10739,486,2,106.78,0.0,213.56
90506,2723,400,2,322.86,0.0,645.72
90507,33342,13,5,631.67,0.0,3158.35
90508,59147,299,1,1.72,0.0,1.72
90509,28688,391,1,17.94,0.0,17.94
90510,30357,89,3,47.07,0.0701,131.31
90511,23128,460,1,62.92,0.0,62.92
90512,58371,59,2,150.1,0.1519,254.6
90513,73791,150,1,102.45,0.0,102.45
90514,38662,65,5,75.65,0.3734,237.01
90515,99814,210,1,535.87,0.0,535.87
90516,72418,179,2,97.72,0.2604,144.55
90517,65034,457,2,19.95,0.0,39.9
90518,29044,200,1,143.82,0.313,98.8
90519,31348,403,1,41.5,0.0,41.5
90520,10473,162,1,227.17,0.0,227.17
90521,32755,176,1,1155.22,0.3602,739.11
90522,30361,346,1,80.38,0.0,80.38
90523,40404,82,2,695.53,0.0,1391.06
90524,61128,326,1,280.14,0.0,280.14
90525,23317,234,2,49.15,0.0,98.3
90526,52830,395,2,19.16,0.0893,34.9
90527,6611,215,2,7.21,0.1701,11.97
90528,14785,75,2,1815.37,0.2567,2698.73
90529,22848,495,1,430.2,0.0,430.2
90530,27728,131,5,4.49,0.025,21.89
90531,92347,244,2,349.62,0.0,699.24
90532,42098,470,1,12.56,0.0627,11.77
90533,37958,220,3,80.56,0.352,156.61
90534,3901,39,4,1626.46,0.0,6505.84
90535,33975,411,2,157.51,0.0739,291.74
90536,41744,285,1,30.12,0.0,30.12
90537,3898,186,1,118.15,0.0,118.15
90538,49899,365,2,9.46,0.3983,11.38
90539,7101,248,1,157.45,0.1615,132.02
90540,69949,91,1,93.33,0.3697,58.83
90541,16434,121,1,8.47,0.112,7.52
90542,41310,396,1,136.72,0.2224,106.31
90543,27513,171,1,97.46,0.0,97.46
90544,80084,351,2,1053.24,0.0,2106.48
90545,42641,463,2,582.21,0.2969,818.7
90546,73576,196,3,477.73,0.0,1433.19
90547,45602,142,2,36.52,0.0431,69.89
90548,70932,229,4,99.56,0.0,398.24
90549,57788,473,1,986.75,0.0951,892.91
90550,82986,319,5,51.37,0.0,256.85
90551,34450,67,2,80.04,0.0,160.08
90552,76776,137,1,21.55,0.0226,21.06
90553,23959,354,1,759.66,0.0,759.66
90554,84331,238,3,262.5,0.2548,586.84
90555,39440,460,1,62.92,0.0,62.92
90556,55112,288,3,833.14,0.0,2499.42
90557,63267,497,4,426.98,0.0,1707.92
90558,22727,129,2,220.96,0.0,441.92
90559,34155,434,2,167.16,0.2734,242.92
90560,6709,308,2,427.59,0.0,855.18
90561,7878,114,2,16.42,0.2725,23.89
90562,8293,108,5,167.92,0.0461,800.89
90563,72307,259,1,1023.5,0.3814,633.14
90564,26045,376,1,76.56,0.0,76.56
90565,16822,367,1,348.83,0.2318,267.97
90566,23066,98,3,178.97,0.0139,529.45
90567,72857,145,1,280.61,0.0,280.61
90568,13802,217,2,514.96,0.0,1029.92
90569,98755,8,3,816.54,0.0,2449.62
90570,83137,17,1,131.87,0.0,131.87
90571,71433,349,3,83.83,0.0,251.49
90572,27772,407,2,135.7,0.3839,167.21
90573,47525,81,4,28.49,0.2895,80.97
90574,69573,234,1,49.15,0.1354,42.5
90575,76144,287,1,21.21,0.0,21.21
90576,97930,126,4,63.99,0.0,255.96
90577,71606,392,1,37.3,0.3189,25.41
90578,90109,445,3,270.25,0.2778,585.52
90579,55355,440,1,46.75,0.0,46.75
90580,54272,8,5,816.54,0.0,4082.7
90581,62130,333,1,280.89,0.0025,280.19
90582,96121,202,1,24.72,0.0888,22.52
