order_id,customer_id,order_date,ship_date,delivery_date,channel,payment_method,shipping_cost,discount_amount,status,city,state,country,orphaned_order,order_year,order_month,order_dow
11853,3051.0,2022-06-17,,,In-Store,PayPal,10.02,0.0,Completed,New Laurenport,MD,US,0,2022.0,2022-06,Friday
11854,1136.0,2022-10-05,2022-10-07,2022-10-12,Mobile App,Credit Card,10.13,70.79,Shipped,West Jenniferburgh,TN,US,0,2022.0,2022-10,Wednesday
11855,1425.0,2023-09-06,2023-09-08,2023-09-12,Wholesale,PayPal,15.63,9.1,Shipped,North Travis,CA,US,0,2023.0,2023-09,Wednesday
11856,2842.0,2022-08-26,2022-08-30,2022-09-07,In-Store,Credit Card,21.47,0.0,Processing,Leslieland,MD,US,0,2022.0,2022-08,Friday
11857,3502.0,2023-02-25,2023-02-26,2023-03-05,Online,Gift Card,24.73,34.81,Completed,Port Johnside,PA,US,0,2023.0,2023-02,Saturday
11858,6941.0,2023-11-05,2023-11-10,2023-11-15,Wholesale,PayPal,16.47,33.09,Shipped,Hannahborough,NY,US,0,2023.0,2023-11,Sunday
11859,5187.0,2023-07-29,,,Mobile App,PayPal,9.8,0.0,Completed,Robinsonbury,CA,US,0,2023.0,2023-07,Saturday
11860,6790.0,2023-11-15,2023-11-19,2023-11-24,Online,Apple Pay,24.04,0.0,Processing,Lake Drewfurt,MI,US,0,2023.0,2023-11,Wednesday
11861,4.0,2022-03-07,2022-03-08,2022-03-13,Online,BNPL,22.94,92.51,Completed,North Davidland,IN,US,0,2022.0,2022-03,Monday
11862,1675.0,2024-01-17,2024-01-23,2024-01-29,Mobile App,Cash,16.26,0.0,On Hold,West Christinaton,TX,US,0,2024.0,2024-01,Wednesday
11863,6542.0,2023-11-23,2023-11-30,2023-12-06,Online,Cash,20.23,1.07,Completed,Ashleyville,WI,US,0,2023.0,2023-11,Thursday
11864,9355.0,2024-09-06,2024-09-08,2024-09-11,In-Store,Apple Pay,12.37,0.0,Completed,New Christine,VA,US,0,2024.0,2024-09,Friday
11865,1751.0,2024-07-14,,,Mobile App,Apple Pay,8.58,9.11,Completed,Phillipsbury,WA,US,0,2024.0,2024-07,Sunday
11866,1978.0,2023-10-23,,,Wholesale,Cash,11.57,0.0,Completed,Kristenland,NC,US,0,2023.0,2023-10,Monday
11867,4622.0,2022-06-08,2022-06-15,2022-06-20,Social Commerce,Apple Pay,3.8,0.0,Shipped,Houstonfort,WA,US,0,2022.0,2022-06,Wednesday
11868,2180.0,2022-09-19,2022-09-22,2022-09-29,Wholesale,Gift Card,6.35,0.0,Completed,Campbellchester,MI,US,0,2022.0,2022-09,Monday
11869,6633.0,2022-05-27,2022-05-31,2022-06-10,Online,Gift Card,17.44,0.0,Completed,New Samuelport,AZ,US,0,2022.0,2022-05,Friday
11870,501.0,2023-05-03,2023-05-08,2023-05-13,Wholesale,Gift Card,14.78,0.0,Completed,Codytown,FL,US,0,2023.0,2023-05,Wednesday
11871,9616.0,2023-12-05,2023-12-07,2023-12-13,Social Commerce,BNPL,1.11,0.0,Completed,Nicholschester,CA,US,0,2023.0,2023-12,Tuesday
11872,5603.0,2024-09-23,2024-09-30,2024-10-10,Wholesale,BNPL,24.29,0.0,Shipped,South Amanda,WA,US,0,2024.0,2024-09,Monday
11873,9293.0,2023-04-15,2023-04-17,,In-Store,Credit Card,0.55,24.41,Completed,Mikaylamouth,MI,US,0,2023.0,2023-04,Saturday
11874,609.0,2022-12-15,,,Mobile App,PayPal,5.72,0.0,Completed,New Gregorymouth,MD,US,0,2022.0,2022-12,Thursday
11875,9639.0,2023-05-20,2023-05-26,,Online,Credit Card,3.3,47.09,Completed,East Lindashire,AZ,US,0,2023.0,2023-05,Saturday
11876,3337.0,2023-11-19,2023-11-24,2023-12-04,Wholesale,Cash,6.06,0.0,Completed,Brianville,FL,US,0,2023.0,2023-11,Sunday
11877,6191.0,2022-12-24,2022-12-30,2023-01-08,Wholesale,Apple Pay,10.77,33.73,Shipped,Penamouth,MD,US,0,2022.0,2022-12,Saturday
11878,8403.0,2023-09-21,2023-09-26,2023-09-30,Social Commerce,Cash,21.55,0.0,Shipped,Robertshire,TN,US,0,2023.0,2023-09,Thursday
11879,8832.0,2022-04-16,2022-04-22,2022-04-25,Social Commerce,Cash,9.99,0.0,Completed,South Hunterfort,NC,US,0,2022.0,2022-04,Saturday
11880,5773.0,2023-08-29,2023-09-01,2023-09-04,In-Store,Cash,4.39,0.0,Completed,Jesuschester,OH,US,0,2023.0,2023-08,Tuesday
11881,9152.0,2024-12-18,,,Social Commerce,Apple Pay,7.24,0.0,Shipped,Thorntonfort,WI,US,0,2024.0,2024-12,Wednesday
11882,7389.0,2023-06-05,2023-06-06,2023-06-12,In-Store,Cash,12.55,9.64,Completed,Port Amanda,WI,US,0,2023.0,2023-06,Monday
11883,5911.0,2022-09-08,2022-09-13,2022-09-19,Wholesale,Apple Pay,23.04,0.0,Completed,Parkerchester,NC,US,0,2022.0,2022-09,Thursday
11884,1877.0,2022-08-27,2022-08-31,2022-09-06,Social Commerce,Gift Card,7.12,8.22,Completed,Lake Raymond,GA,US,0,2022.0,2022-08,Saturday
11885,3309.0,2024-11-20,2024-11-22,2024-11-30,Mobile App,BNPL,11.5,15.89,Completed,West Eugene,AZ,US,0,2024.0,2024-11,Wednesday
11886,6779.0,2023-04-03,2023-04-10,2023-04-13,Online,PayPal,0.2,0.0,Refunded,New Travis,FL,US,0,2023.0,2023-04,Monday
11887,1473.0,2022-12-12,,,Wholesale,Gift Card,6.0,8.98,Completed,South Robert,TN,US,0,2022.0,2022-12,Monday
11888,8932.0,2024-03-17,2024-03-19,2024-03-27,Social Commerce,Apple Pay,19.74,0.0,Shipped,New Benjaminberg,AZ,US,0,2024.0,2024-03,Sunday
11889,2514.0,2023-10-07,2023-10-11,2023-10-19,Wholesale,Cash,17.55,0.0,Shipped,South Stevenview,PA,US,0,2023.0,2023-10,Saturday
11890,9435.0,2023-04-01,2023-04-06,2023-04-10,In-Store,Debit Card,5.14,0.0,Refunded,Port Patricia,VA,US,0,2023.0,2023-04,Saturday
11891,4682.0,2022-05-18,2022-05-24,2022-05-27,Wholesale,BNPL,20.93,78.9,Cancelled,Port Sarahberg,FL,US,0,2022.0,2022-05,Wednesday
11892,8031.0,2023-08-12,2023-08-15,2023-08-19,Mobile App,Credit Card,6.14,0.0,Completed,Hawkinsside,MO,US,0,2023.0,2023-08,Saturday
11893,2302.0,2024-02-11,2024-02-12,2024-02-15,Social Commerce,Debit Card,0.02,0.0,Cancelled,Amandastad,PA,US,0,2024.0,2024-02,Sunday
11894,512.0,2023-04-26,2023-05-01,2023-05-09,Social Commerce,Credit Card,9.0,51.39,Processing,North Chelsea,CA,US,0,2023.0,2023-04,Wednesday
11895,4588.0,2024-06-14,2024-06-18,2024-06-23,Mobile App,Apple Pay,7.78,19.66,Completed,Port Amyborough,WI,US,0,2024.0,2024-06,Friday
11896,3182.0,2024-07-25,2024-07-31,2024-08-08,Social Commerce,Gift Card,16.73,0.0,Completed,Griffithmouth,PA,US,0,2024.0,2024-07,Thursday
11897,1211.0,2024-08-26,,,Social Commerce,Cash,0.92,0.0,Completed,Gregoryland,MO,US,0,2024.0,2024-08,Monday
11898,7048.0,2024-03-20,2024-03-21,2024-03-31,In-Store,Credit Card,16.5,0.0,Completed,Julianchester,TX,US,0,2024.0,2024-03,Wednesday
11899,1409.0,2024-10-27,,,Social Commerce,Apple Pay,0.02,0.0,Completed,Carrieville,CA,US,0,2024.0,2024-10,Sunday
11900,8166.0,2022-09-14,,,Social Commerce,Debit Card,10.15,0.0,Completed,Williamsbury,MO,US,0,2022.0,2022-09,Wednesday
11901,2077.0,2024-08-31,,,Online,Debit Card,24.56,0.0,Completed,Reillyport,TN,US,0,2024.0,2024-08,Saturday
11902,7839.0,2022-06-18,2022-06-19,2022-06-23,Online,Gift Card,12.72,0.0,Completed,Danielsstad,NJ,US,0,2022.0,2022-06,Saturday
11903,2463.0,2022-07-18,2022-07-24,2022-07-28,Mobile App,Cash,18.9,0.0,Completed,Powellport,NC,US,0,2022.0,2022-07,Monday
11904,2211.0,2022-03-05,2022-03-07,2022-03-10,Mobile App,BNPL,2.73,0.0,Completed,Jacobville,MA,US,0,2022.0,2022-03,Saturday
11905,5510.0,2023-10-03,2023-10-08,2023-10-12,In-Store,Debit Card,12.03,0.0,Cancelled,Bellmouth,VA,US,0,2023.0,2023-10,Tuesday
11906,3509.0,2024-09-23,,,In-Store,Credit Card,19.97,51.59,Completed,North Mark,VA,US,0,2024.0,2024-09,Monday
11907,2678.0,2024-07-09,2024-07-10,,Mobile App,BNPL,12.78,0.0,Shipped,Lake David,TN,US,0,2024.0,2024-07,Tuesday
11908,7703.0,2022-12-12,2022-12-16,2022-12-23,Mobile App,PayPal,9.75,56.56,Completed,Dicksonmouth,FL,US,0,2022.0,2022-12,Monday
11909,98.0,2024-03-02,2024-03-08,2024-03-17,Wholesale,Cash,20.42,0.0,Completed,Jenkinsmouth,WA,US,0,2024.0,2024-03,Saturday
11910,9996.0,2023-10-09,2023-10-12,2023-10-16,Social Commerce,BNPL,7.6,0.0,Completed,Lewisview,TN,US,0,2023.0,2023-10,Monday
11911,6360.0,2023-12-26,2024-01-01,,In-Store,Gift Card,13.8,0.0,Completed,New Michelle,GA,US,0,2023.0,2023-12,Tuesday
11912,2513.0,2024-03-12,2024-03-13,2024-03-23,Mobile App,BNPL,21.85,0.0,Processing,Banksfurt,NJ,US,0,2024.0,2024-03,Tuesday
11913,5915.0,2023-09-02,2023-09-04,2023-09-14,Social Commerce,Credit Card,7.43,0.0,Completed,North Jennifer,GA,US,0,2023.0,2023-09,Saturday
11914,8019.0,2023-11-09,,,Social Commerce,PayPal,24.29,98.53,Cancelled,East Chadland,GA,US,0,2023.0,2023-11,Thursday
11915,1232.0,2023-12-21,2023-12-26,2023-12-29,Social Commerce,Credit Card,17.5,0.0,Completed,Lake Brianstad,WI,US,0,2023.0,2023-12,Thursday
11916,3951.0,2023-05-17,,,Wholesale,Apple Pay,15.05,0.0,Shipped,Port Anthony,AZ,US,0,2023.0,2023-05,Wednesday
11917,7302.0,2023-10-22,2023-10-25,2023-10-30,Social Commerce,PayPal,20.85,0.0,Completed,North Angela,NC,US,0,2023.0,2023-10,Sunday
11918,6160.0,2023-03-17,2023-03-24,2023-03-27,Wholesale,Apple Pay,17.17,0.0,Completed,Lake Williamview,MO,US,0,2023.0,2023-03,Friday
11919,8892.0,2023-11-29,2023-12-06,2023-12-12,Mobile App,Apple Pay,5.38,0.0,Processing,Jacksonmouth,NJ,US,0,2023.0,2023-11,Wednesday
11920,7213.0,2023-11-24,2023-11-29,2023-12-09,Social Commerce,Credit Card,11.21,28.95,Completed,Melissaland,PA,US,0,2023.0,2023-11,Friday
11921,3310.0,2023-04-14,2023-04-20,2023-04-23,Social Commerce,Apple Pay,12.3,23.63,Shipped,South Michelebury,MI,US,0,2023.0,2023-04,Friday
11922,7515.0,2023-05-09,2023-05-10,2023-05-18,Wholesale,Debit Card,17.85,0.0,Completed,Rebeccaview,FL,US,0,2023.0,2023-05,Tuesday
11923,6725.0,2023-03-06,2023-03-11,2023-03-19,Mobile App,PayPal,22.22,0.0,Processing,South Deanna,MO,US,0,2023.0,2023-03,Monday
11924,9830.0,2023-11-13,2023-11-14,,Online,Gift Card,13.06,16.49,Completed,Richardsmouth,PA,US,0,2023.0,2023-11,Monday
11925,6542.0,2024-01-07,2024-01-10,2024-01-15,Wholesale,Cash,16.59,0.0,Completed,South Joanne,PA,US,0,2024.0,2024-01,Sunday
11926,9552.0,2022-09-12,2022-09-14,2022-09-17,Social Commerce,Debit Card,15.2,9.74,Cancelled,North Alicia,TX,US,0,2022.0,2022-09,Monday
11927,4316.0,2023-01-20,2023-01-24,,Mobile App,Cash,7.34,8.15,Completed,Rebeccaburgh,AZ,US,0,2023.0,2023-01,Friday
11928,1055.0,2023-10-20,2023-10-25,2023-11-04,Wholesale,Apple Pay,1.18,0.0,Completed,Charlesview,NJ,US,0,2023.0,2023-10,Friday
11929,5119.0,2023-03-23,2023-03-24,2023-03-29,In-Store,Debit Card,16.46,73.03,Shipped,Charlesmouth,OH,US,0,2023.0,2023-03,Thursday
11930,7953.0,2023-06-08,2023-06-14,2023-06-21,Mobile App,PayPal,20.04,131.34,Completed,North Jenniferview,WI,US,0,2023.0,2023-06,Thursday
11931,4195.0,2023-01-02,2023-01-08,2023-01-16,Social Commerce,Debit Card,1.61,69.43,Refunded,Lake Emily,NY,US,0,2023.0,2023-01,Monday
11932,4271.0,2024-12-30,2024-12-31,2025-01-09,In-Store,PayPal,19.72,0.0,Completed,New Alex,MI,US,0,2024.0,2024-12,Monday
11933,7917.0,2022-11-24,2022-11-27,,In-Store,Cash,17.81,0.0,Completed,Port Emily,NY,US,0,2022.0,2022-11,Thursday
11934,7458.0,2023-11-03,2023-11-08,2023-11-11,Mobile App,Cash,0.7,0.0,Shipped,East Ritaland,TX,US,0,2023.0,2023-11,Friday
11935,8529.0,2024-10-16,2024-10-22,2024-10-27,Social Commerce,Cash,14.18,93.53,Refunded,South Holly,CA,US,0,2024.0,2024-10,Wednesday
11936,2143.0,2023-04-19,2023-04-20,2023-04-30,In-Store,Credit Card,15.4,23.21,Completed,West Markland,TX,US,0,2023.0,2023-04,Wednesday
11937,5428.0,2022-12-02,2022-12-05,2022-12-08,In-Store,Credit Card,9.87,0.0,Cancelled,Shannonfurt,MI,US,0,2022.0,2022-12,Friday
11938,6493.0,2022-07-13,2022-07-19,2022-07-25,Online,PayPal,23.7,0.0,Completed,Port Kristy,VA,US,0,2022.0,2022-07,Wednesday
11939,3684.0,2023-01-24,2023-01-28,2023-02-05,Online,Apple Pay,12.74,118.82,Completed,Stevenmouth,NY,US,0,2023.0,2023-01,Tuesday
11940,7973.0,2023-06-01,,,In-Store,BNPL,6.23,0.0,Shipped,Lake Mary,PA,US,0,2023.0,2023-06,Thursday
11941,1585.0,2022-07-20,2022-07-27,2022-08-05,Social Commerce,Debit Card,8.66,0.0,Shipped,Andreaville,IL,US,0,2022.0,2022-07,Wednesday
11942,1877.0,2022-05-27,2022-06-02,2022-06-12,In-Store,Gift Card,21.43,65.11,Processing,South Bridgettown,MO,US,0,2022.0,2022-05,Friday
11943,6639.0,2022-05-03,2022-05-07,2022-05-17,Wholesale,Credit Card,24.29,0.0,Completed,Port Kellybury,NJ,US,0,2022.0,2022-05,Tuesday
11944,6585.0,2024-03-10,2024-03-15,2024-03-24,Wholesale,Cash,13.84,0.0,Completed,East Omar,MI,US,0,2024.0,2024-03,Sunday
11945,654.0,2022-01-15,2022-01-18,2022-01-24,Online,Credit Card,0.58,33.46,Processing,Wilsontown,MI,US,0,2022.0,2022-01,Saturday
11946,4142.0,2023-07-08,2023-07-14,2023-07-17,Mobile App,PayPal,21.61,0.0,Cancelled,New Robertfort,WI,US,0,2023.0,2023-07,Saturday
11947,6633.0,2023-07-23,2023-07-30,2023-08-05,Online,Credit Card,24.83,0.0,Completed,New Jennifer,NJ,US,0,2023.0,2023-07,Sunday
11948,9738.0,2024-01-30,2024-02-04,2024-02-14,Online,BNPL,0.5,0.0,Completed,South Scottfort,MD,US,0,2024.0,2024-01,Tuesday
11949,3417.0,2024-03-29,2024-03-30,2024-04-02,Social Commerce,Cash,21.01,25.84,Completed,Bryanstad,MO,US,0,2024.0,2024-03,Friday
11950,5648.0,2022-11-15,2022-11-18,2022-11-23,Social Commerce,Cash,2.07,0.0,Processing,West Ebony,MO,US,0,2022.0,2022-11,Tuesday
11951,9944.0,2023-03-30,2023-04-05,2023-04-08,Online,Debit Card,22.0,78.27,Completed,East Julie,WA,US,0,2023.0,2023-03,Thursday
11952,6092.0,2024-03-30,2024-04-02,2024-04-07,Wholesale,PayPal,0.77,0.0,Completed,Bankschester,PA,US,0,2024.0,2024-03,Saturday
11953,3344.0,2024-06-17,2024-06-21,,Wholesale,Cash,4.11,0.0,Completed,Smithmouth,TN,US,0,2024.0,2024-06,Monday
11954,7599.0,2024-05-03,2024-05-05,2024-05-08,Social Commerce,Debit Card,12.14,0.0,Cancelled,New Geoffrey,NC,US,0,2024.0,2024-05,Friday
11955,1102.0,2022-01-06,2022-01-10,2022-01-19,Wholesale,Cash,11.07,8.57,Completed,Harrisside,OH,US,0,2022.0,2022-01,Thursday
11956,8494.0,2023-06-26,2023-06-27,,Online,Debit Card,22.96,0.0,Completed,Robertville,TN,US,0,2023.0,2023-06,Monday
11957,3793.0,2023-02-04,,,Mobile App,Gift Card,5.18,0.0,Completed,Thomashaven,MI,US,0,2023.0,2023-02,Saturday
11958,9941.0,2022-07-07,2022-07-08,2022-07-18,In-Store,Credit Card,10.15,0.0,Completed,Thomasstad,MO,US,0,2022.0,2022-07,Thursday
11959,902.0,2022-05-10,2022-05-12,2022-05-22,Social Commerce,Credit Card,9.31,0.0,Completed,Prattmouth,GA,US,0,2022.0,2022-05,Tuesday
11960,2493.0,2024-08-12,2024-08-13,2024-08-17,Mobile App,Gift Card,0.15,107.33,Completed,Sarahland,FL,US,0,2024.0,2024-08,Monday
11961,8301.0,2024-04-11,2024-04-15,2024-04-23,Online,BNPL,1.96,0.0,Shipped,Lake Jamesside,IL,US,0,2024.0,2024-04,Thursday
11962,3653.0,2024-04-19,2024-04-21,2024-05-01,Online,Credit Card,14.19,15.43,Completed,Charlesland,IL,US,0,2024.0,2024-04,Friday
11963,3719.0,2023-07-01,2023-07-02,2023-07-09,Online,BNPL,1.69,0.0,Processing,Port Craigside,CA,US,0,2023.0,2023-07,Saturday
11964,50.0,2024-08-10,2024-08-13,2024-08-18,In-Store,Debit Card,18.9,0.0,Completed,North Michaelhaven,NY,US,0,2024.0,2024-08,Saturday
11965,2140.0,2022-10-06,2022-10-12,2022-10-15,Online,BNPL,19.16,91.36,Cancelled,Lisaland,AZ,US,0,2022.0,2022-10,Thursday
11966,8629.0,2022-09-19,2022-09-24,2022-09-27,Mobile App,Gift Card,24.36,0.0,Completed,Wareville,TX,US,0,2022.0,2022-09,Monday
11967,9463.0,2022-03-29,2022-04-03,2022-04-06,Wholesale,Credit Card,24.87,52.5,Completed,Gillburgh,WA,US,0,2022.0,2022-03,Tuesday
11968,8862.0,2023-10-06,2023-10-09,2023-10-16,In-Store,BNPL,15.75,0.0,Completed,East Denise,GA,US,0,2023.0,2023-10,Friday
11969,2826.0,2023-07-03,2023-07-05,2023-07-10,Social Commerce,BNPL,0.9,0.0,Completed,Johnsonbury,MO,US,0,2023.0,2023-07,Monday
11970,6134.0,2022-10-25,2022-10-29,2022-11-06,In-Store,Debit Card,24.19,0.0,Completed,Cherylland,MD,US,0,2022.0,2022-10,Tuesday
11971,111.0,2022-11-10,2022-11-17,2022-11-25,Social Commerce,Gift Card,12.43,14.55,Shipped,Laurabury,WI,US,0,2022.0,2022-11,Thursday
11972,5823.0,2023-01-20,2023-01-22,2023-01-29,Social Commerce,Credit Card,17.09,0.0,Completed,New Nicholas,MD,US,0,2023.0,2023-01,Friday
11973,8075.0,2022-02-28,2022-03-03,2022-03-13,Online,PayPal,5.18,0.0,Completed,North Paulborough,IL,US,0,2022.0,2022-02,Monday
11974,4235.0,2024-10-02,2024-10-07,2024-10-12,Social Commerce,Debit Card,19.91,0.0,Completed,Michelleburgh,GA,US,0,2024.0,2024-10,Wednesday
11975,5770.0,2024-06-25,2024-07-02,2024-07-10,Online,Debit Card,21.15,0.0,On Hold,North Michaelborough,WA,US,0,2024.0,2024-06,Tuesday
11976,8347.0,2022-06-11,2022-06-13,2022-06-22,In-Store,Cash,9.94,0.0,Processing,West Kathleenfurt,MI,US,0,2022.0,2022-06,Saturday
11977,4003.0,2024-02-06,2024-02-08,,Wholesale,Gift Card,5.23,0.0,Completed,Amyport,NC,US,0,2024.0,2024-02,Tuesday
11978,3925.0,2022-04-12,2022-04-13,2022-04-23,Social Commerce,Apple Pay,21.78,0.03,Shipped,East Jessicatown,TX,US,0,2022.0,2022-04,Tuesday
11979,4432.0,2024-01-01,2024-01-08,2024-01-17,Wholesale,BNPL,22.42,75.7,Completed,Thomasbury,CA,US,0,2024.0,2024-01,Monday
11980,6716.0,2023-11-01,2023-11-07,2023-11-13,Wholesale,Credit Card,16.05,0.0,Completed,South Adrianatown,NC,US,0,2023.0,2023-11,Wednesday
11981,656.0,2022-06-28,,,Online,Debit Card,4.42,21.58,On Hold,Baileytown,VA,US,0,2022.0,2022-06,Tuesday
11982,9544.0,2022-10-08,2022-10-14,2022-10-17,Social Commerce,Gift Card,4.28,0.0,Completed,Andrewstad,FL,US,0,2022.0,2022-10,Saturday
11983,8516.0,2023-11-29,2023-12-03,2023-12-09,Social Commerce,Debit Card,7.36,33.2,Completed,East Phillipland,OH,US,0,2023.0,2023-11,Wednesday
11984,3118.0,2024-06-09,2024-06-13,2024-06-18,Online,PayPal,18.3,8.14,Completed,Lake Crystalchester,IL,US,0,2024.0,2024-06,Sunday
11985,4308.0,2023-11-17,2023-11-21,2023-11-24,Mobile App,Apple Pay,10.88,0.0,On Hold,Martinside,IN,US,0,2023.0,2023-11,Friday
11986,6832.0,2023-12-27,2024-01-02,2024-01-12,Wholesale,Apple Pay,8.41,0.0,Processing,East Andrew,MD,US,0,2023.0,2023-12,Wednesday
11987,1194.0,2022-06-04,2022-06-08,2022-06-14,Social Commerce,PayPal,0.23,3.63,Processing,Joetown,NC,US,0,2022.0,2022-06,Saturday
11988,6928.0,2024-08-18,2024-08-22,2024-08-28,Mobile App,PayPal,20.23,7.83,Completed,Lucasside,TX,US,0,2024.0,2024-08,Sunday
11989,992.0,2023-06-23,2023-06-27,2023-07-01,Mobile App,PayPal,4.52,0.0,On Hold,North Cody,TX,US,0,2023.0,2023-06,Friday
11990,9951.0,2023-06-18,2023-06-19,2023-06-23,Social Commerce,Apple Pay,18.25,27.5,Cancelled,Carolville,WI,US,0,2023.0,2023-06,Sunday
11991,3834.0,2022-09-13,,,Online,Apple Pay,24.66,0.0,Shipped,Terryville,TN,US,0,2022.0,2022-09,Tuesday
11992,8104.0,2022-10-24,2022-10-28,2022-10-31,Mobile App,BNPL,1.29,0.0,Completed,Port Cassandraside,GA,US,0,2022.0,2022-10,Monday
11993,9589.0,2023-06-17,2023-06-20,2023-06-29,Wholesale,Cash,8.88,0.0,Completed,Irwinshire,WA,US,0,2023.0,2023-06,Saturday
11994,1340.0,2022-09-08,2022-09-15,2022-09-22,Mobile App,Apple Pay,19.59,0.0,Completed,Lake Cindybury,WI,US,0,2022.0,2022-09,Thursday
11995,4765.0,2023-03-10,2023-03-13,2023-03-18,In-Store,Credit Card,14.24,0.0,Completed,Leonburgh,IN,US,0,2023.0,2023-03,Friday
11996,4669.0,2022-12-10,2022-12-16,2022-12-20,Online,BNPL,3.65,0.0,Completed,Vegamouth,NC,US,0,2022.0,2022-12,Saturday
11997,3036.0,2022-06-25,2022-06-27,2022-07-07,Wholesale,Apple Pay,3.51,0.0,Completed,Serranoburgh,TN,US,0,2022.0,2022-06,Saturday
11998,6694.0,2024-12-28,2025-01-04,2025-01-12,Mobile App,BNPL,6.84,0.0,Completed,Wallmouth,MA,US,0,2024.0,2024-12,Saturday
11999,2021.0,2022-09-11,2022-09-16,2022-09-20,Mobile App,Cash,0.73,0.0,Completed,Moyerbury,OH,US,0,2022.0,2022-09,Sunday
12000,1995.0,2023-06-29,2023-07-05,2023-07-10,Wholesale,Gift Card,23.54,0.0,Completed,New Jerome,IN,US,0,2023.0,2023-06,Thursday
12001,9241.0,2023-11-30,2023-12-01,2023-12-11,Wholesale,Gift Card,10.14,0.0,Completed,South David,MO,US,0,2023.0,2023-11,Thursday
12002,7471.0,2022-07-03,2022-07-07,2022-07-10,Mobile App,Credit Card,3.16,30.23,Cancelled,South Lori,WA,US,0,2022.0,2022-07,Sunday
12003,8597.0,2023-01-04,2023-01-10,2023-01-17,Wholesale,Apple Pay,19.12,0.0,Completed,South Janiceburgh,GA,US,0,2023.0,2023-01,Wednesday
12004,5771.0,2024-04-17,2024-04-19,2024-04-29,Social Commerce,PayPal,1.45,0.0,Completed,Lake Amberchester,PA,US,0,2024.0,2024-04,Wednesday
12005,8729.0,2023-01-23,2023-01-26,2023-02-01,Online,Credit Card,21.35,0.0,Completed,Wardburgh,MD,US,0,2023.0,2023-01,Monday
12006,2132.0,2024-08-10,,,Online,Gift Card,13.84,0.0,Refunded,East Kennethfurt,NY,US,0,2024.0,2024-08,Saturday
12007,5743.0,2024-02-03,2024-02-07,2024-02-14,In-Store,Cash,2.24,0.0,Completed,North Corey,IN,US,0,2024.0,2024-02,Saturday
12008,8134.0,2022-07-27,,,In-Store,Apple Pay,3.04,0.0,Completed,North Grace,MO,US,0,2022.0,2022-07,Wednesday
12009,5751.0,2024-11-01,2024-11-06,,Mobile App,Gift Card,14.32,0.0,Completed,Jamesborough,GA,US,0,2024.0,2024-11,Friday
12010,850.0,2024-08-07,2024-08-10,2024-08-15,Mobile App,Gift Card,0.76,0.0,Cancelled,East Nicolemouth,IN,US,0,2024.0,2024-08,Wednesday
12011,4837.0,2023-02-04,2023-02-09,2023-02-15,Social Commerce,Apple Pay,12.09,62.37,Shipped,Wardville,TN,US,0,2023.0,2023-02,Saturday
12012,5663.0,2023-09-20,,,In-Store,Debit Card,15.65,79.74,Cancelled,East Jamesmouth,MA,US,0,2023.0,2023-09,Wednesday
12013,3759.0,2024-11-22,2024-11-24,2024-11-29,In-Store,PayPal,17.56,12.94,Completed,New Melindabury,GA,US,0,2024.0,2024-11,Friday
12014,1109.0,2023-09-13,2023-09-17,2023-09-26,Online,Cash,7.04,19.62,Completed,Justinville,WA,US,0,2023.0,2023-09,Wednesday
12015,3665.0,2024-05-13,2024-05-20,2024-05-28,Wholesale,BNPL,9.26,0.0,Completed,Pricebury,MD,US,0,2024.0,2024-05,Monday
12016,963.0,2022-06-03,2022-06-07,2022-06-13,Online,BNPL,6.62,0.0,Completed,Charlotteberg,NY,US,0,2022.0,2022-06,Friday
12017,8518.0,2023-06-25,2023-06-30,,Wholesale,PayPal,22.56,51.66,Processing,North Jacqueline,MI,US,0,2023.0,2023-06,Sunday
12018,,2023-09-23,2023-09-28,2023-10-07,Online,Debit Card,13.91,0.0,Refunded,Sharonstad,AZ,US,1,2023.0,2023-09,Saturday
12019,8104.0,,2022-03-03,,Online,Debit Card,18.32,0.0,Completed,Port Troyside,WI,US,0,,,
12020,2764.0,2023-04-14,2023-04-19,2023-04-27,Social Commerce,Apple Pay,4.32,78.33,Refunded,South Virginiamouth,GA,US,0,2023.0,2023-04,Friday
12021,1668.0,2024-02-14,2024-02-19,2024-02-28,Wholesale,Apple Pay,6.17,32.68,Completed,Fullerland,GA,US,0,2024.0,2024-02,Wednesday
12022,879.0,2022-01-02,2022-01-08,2022-01-12,In-Store,Cash,20.91,102.22,Cancelled,Jenniferburgh,IL,US,0,2022.0,2022-01,Sunday
12023,6208.0,2023-10-31,2023-11-07,2023-11-11,Mobile App,PayPal,1.23,12.69,Processing,West Michael,FL,US,0,2023.0,2023-10,Tuesday
12024,3826.0,2024-04-26,2024-04-28,2024-05-01,Mobile App,Debit Card,18.52,0.0,Refunded,South Becky,NY,US,0,2024.0,2024-04,Friday
12025,9365.0,2023-06-22,2023-06-29,2023-07-07,Social Commerce,BNPL,15.91,0.0,Shipped,Lake Dawnshire,MI,US,0,2023.0,2023-06,Thursday
12026,8617.0,2024-07-28,2024-07-31,2024-08-08,In-Store,BNPL,1.66,0.0,Shipped,Lake Barbara,FL,US,0,2024.0,2024-07,Sunday
12027,7176.0,2023-07-10,2023-07-11,2023-07-16,In-Store,Debit Card,13.77,0.0,Shipped,West Heather,MI,US,0,2023.0,2023-07,Monday
